平台,UI_ID,页面,路由,模板ID,计划版本,需求ID,API契约,operationId,数据表,配置组,配置项,字段规格,状态规格,动作规格,测试ID,UI参考,DoR状态,绑定成熟度
H5,H5-004,项目分享页,/share/project/{id},H5-SHARE,R28,REQ-PROJECT-001;REQ-H5-001,GET /public-api/v1/share/contents/{id},publicGetShareContentsById,h5_page_configs;cms_articles;agreements;app_versions;content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#H5-004,catalogs/ui_page_states.csv#H5-004,catalogs/ui_action_matrix.csv#H5-004,TST-PROJECT_001-HAPPY;TST-H5_001-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
H5,H5-005,App分享页,/share/app/{id},H5-SHARE,R28,REQ-APP-PROMO-001;REQ-H5-001,GET /public-api/v1/share/contents/{id},publicGetShareContentsById,h5_page_configs;cms_articles;agreements;app_versions;content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#H5-005,catalogs/ui_page_states.csv#H5-005,catalogs/ui_action_matrix.csv#H5-005,TST-APP_PROMO_001-HAPPY;TST-H5_001-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
H5,H5-006,群聊分享页,/share/group/{id},H5-SHARE,R28,REQ-GROUP-001;REQ-H5-001,GET /public-api/v1/share/contents/{id},publicGetShareContentsById,h5_page_configs;cms_articles;agreements;app_versions;content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#H5-006,catalogs/ui_page_states.csv#H5-006,catalogs/ui_action_matrix.csv#H5-006,TST-GROUP_001-HAPPY;TST-H5_001-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
H5,H5-007,团队长分享页,/share/team-leader/{id},H5-SHARE,R28,REQ-TEAM-001;REQ-H5-001,GET /public-api/v1/share/contents/{id},publicGetShareContentsById,h5_page_configs;cms_articles;agreements;app_versions;content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#H5-007,catalogs/ui_page_states.csv#H5-007,catalogs/ui_action_matrix.csv#H5-007,TST-TEAM_001-HAPPY;TST-H5_001-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
H5,H5-008,统一收银台,/cashier/{orderNo},MOB-CHECKOUT,R17,REQ-PAY-001;REQ-PAY-002,GET /api/v1/orders/{orderNo}/cashier;POST /api/v1/orders/{orderNo}/payments,paymentGetOrdersByOrdernoCashier;paymentPostOrdersByOrdernoPayments,orders;payment_transactions;payment_callbacks;payment_exception_orders;payment_reconciliation_records;accounting_transactions;accounting_entries,payment,payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url,catalogs/ui_page_fields.csv#H5-008,catalogs/ui_page_states.csv#H5-008,catalogs/ui_action_matrix.csv#H5-008,TST-PAY_001-HAPPY;TST-PAY_002-HAPPY;TST-PAY_001-IDEMPOTENT;TST-PAY_002-IDEMPOTENT,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
H5,H5-009,支付结果,/payment/result,H5-CALLBACK,R17,REQ-PAY-001;REQ-PAY-002,GET /api/v1/orders/{orderNo}/payment-status,paymentGetOrdersByOrdernoPaymentStatus,orders;payment_transactions;payment_callbacks;payment_exception_orders;payment_reconciliation_records;accounting_transactions;accounting_entries,payment,payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url,catalogs/ui_page_fields.csv#H5-009,catalogs/ui_page_states.csv#H5-009,catalogs/ui_action_matrix.csv#H5-009,TST-PAY_001-HAPPY;TST-PAY_002-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
H5,H5-010,协议与规则,/agreement/{code},H5-DOCUMENT,R15,REQ-CMS-001,GET /public-api/v1/agreements/{code},publicGetAgreementsByCode,h5_page_configs;cms_articles;agreements;app_versions;content_posts;home_modules;banners,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#H5-010,catalogs/ui_page_states.csv#H5-010,catalogs/ui_action_matrix.csv#H5-010,TST-CMS_001-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
H5,H5-011,帮助文章,/help/{id},H5-DOCUMENT,R15,REQ-SUPPORT-001,GET /public-api/v1/help/articles/{id},publicGetHelpArticlesById,h5_page_configs;cms_articles;agreements;app_versions;content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;support_tickets;ticket_messages;ticket_attachments;ticket_status_logs,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#H5-011,catalogs/ui_page_states.csv#H5-011,catalogs/ui_action_matrix.csv#H5-011,TST-SUPPORT_001-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
H5,H5-012,活体回跳,/identity/callback,H5-LANDING,R05,REQ-ID-001,POST /public-api/v1/identity/callback/consume,publicPostIdentityCallbackConsume,identity_profiles;identity_verification_sessions;identity_provider_requests;identity_review_records;sensitive_data_access_logs;users;user_profiles;user_settings;user_status_logs,identity,identity.active_provider;identity.provider.appcode;identity.liveness.token_url;identity.liveness.result_url;identity.face_compare.url;identity.max_daily_attempts;identity.one_id_one_account;identity.liveness.poll_interval_ms,catalogs/ui_page_fields.csv#H5-012,catalogs/ui_page_states.csv#H5-012,catalogs/ui_action_matrix.csv#H5-012,TST-ID_001-HAPPY,TOKENS_ONLY/-,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-DASH-001,数据驾驶舱,/dashboard,ADM-DASHBOARD,R30,REQ-ANALYTICS-001;REQ-ADMIN-001,GET /admin-api/v1/dashboard/summary;GET /admin-api/v1/dashboard/todos,adminDashboardGetDashboardSummary;adminDashboardGetDashboardTodos,daily_kpis;analytics_events;users;user_profiles;user_status_logs;user_sessions,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#ADM-DASH-001,catalogs/ui_page_states.csv#ADM-DASH-001,catalogs/ui_action_matrix.csv#ADM-DASH-001,TST-ANALYTICS_001-HAPPY;TST-ADMIN_001-HAPPY,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-USER-001,用户列表,/users,ADM-LIST,R02,REQ-AUTH-001;REQ-ADMIN-001,GET /admin-api/v1/users;GET /admin-api/v1/users/{id},adminUsersGetUsers;adminUsersGetUsersById,users;user_profiles;user_status_logs;user_sessions;h5_page_configs;cms_articles;agreements;app_versions;content_posts;app_release_records;app_build_artifacts;user_credentials;auth_security_challenges;user_devices;sms_verification_codes;login_logs;user_settings;support_tickets;ticket_messages;ticket_attachments;ticket_status_logs;daily_kpis;analytics_events,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#ADM-USER-001,catalogs/ui_page_states.csv#ADM-USER-001,catalogs/ui_action_matrix.csv#ADM-USER-001,TST-AUTH_001-HAPPY;TST-ADMIN_001-HAPPY,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-USER-002,用户详情,/users/:id,ADM-DETAIL,R02,REQ-AUTH-001;REQ-ADMIN-001,GET /admin-api/v1/users;GET /admin-api/v1/users/{id};POST /admin-api/v1/users/{id}/restrictions;DELETE /admin-api/v1/users/{id}/restrictions/{type};POST /admin-api/v1/users/{id}/freeze;POST /admin-api/v1/users/{id}/unfreeze;POST /admin-api/v1/users/{id}/force-logout,adminUsersGetUsers;adminUsersGetUsersById;adminUsersPostUsersByIdRestrictions;adminUsersDeleteUsersByIdRestrictionsByType;adminUsersPostUsersByIdFreeze;adminUsersPostUsersByIdUnfreeze;adminUsersPostUsersByIdForceLogout,users;user_profiles;user_status_logs;user_sessions;h5_page_configs;cms_articles;agreements;app_versions;content_posts;app_release_records;app_build_artifacts;user_credentials;auth_security_challenges;user_devices;sms_verification_codes;login_logs;user_settings;support_tickets;ticket_messages;ticket_attachments;ticket_status_logs;daily_kpis;analytics_events,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#ADM-USER-002,catalogs/ui_page_states.csv#ADM-USER-002,catalogs/ui_action_matrix.csv#ADM-USER-002,TST-AUTH_001-HAPPY;TST-ADMIN_001-HAPPY;TST-AUTH_001-IDEMPOTENT;TST-ADMIN_001-IDEMPOTENT,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-ID-001,实名列表,/identity,ADM-LIST,R05,REQ-ID-001;REQ-ID-002,GET /admin-api/v1/identities;GET /admin-api/v1/identities/{userId},adminIdentityGetIdentities;adminIdentityGetIdentitiesByUserid,identity_profiles;identity_verification_sessions;identity_provider_requests;identity_review_records;sensitive_data_access_logs;users;user_profiles;user_settings;user_status_logs;admin_operation_logs,identity,identity.active_provider;identity.provider.appcode;identity.liveness.token_url;identity.liveness.result_url;identity.face_compare.url;identity.max_daily_attempts;identity.one_id_one_account;identity.liveness.poll_interval_ms,catalogs/ui_page_fields.csv#ADM-ID-001,catalogs/ui_page_states.csv#ADM-ID-001,catalogs/ui_action_matrix.csv#ADM-ID-001,TST-ID_001-HAPPY;TST-ID_002-HAPPY,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-ID-002,实名详情与复核,/identity/:id,ADM-REVIEW,R05,REQ-ID-001;REQ-ID-002;REQ-PAGE-SPEC-001;REQ-ADMIN-OPS-001,GET /admin-api/v1/identities;GET /admin-api/v1/identities/{userId};POST /admin-api/v1/identity-sessions/{id}/review;POST /admin-api/v1/identities/{userId}/media-access;POST /admin-api/v1/identities/{userId}/freeze,adminIdentityGetIdentities;adminIdentityGetIdentitiesByUserid;adminIdentityPostIdentitySessionsByIdReview;adminIdentityPostIdentitiesByUseridMediaAccess;adminIdentityPostIdentitiesByUseridFreeze,identity_profiles;identity_verification_sessions;identity_provider_requests;identity_review_records;sensitive_data_access_logs;users;user_profiles;user_settings;user_status_logs;admin_operation_logs;admin_users;admin_roles;admin_permissions;admin_user_roles;admin_role_permissions;admin_approval_requests,identity,identity.active_provider;identity.provider.appcode;identity.liveness.token_url;identity.liveness.result_url;identity.face_compare.url;identity.max_daily_attempts;identity.one_id_one_account;identity.liveness.poll_interval_ms,catalogs/ui_page_fields.csv#ADM-ID-002,catalogs/ui_page_states.csv#ADM-ID-002,catalogs/ui_action_matrix.csv#ADM-ID-002,TST-ID_001-HAPPY;TST-ID_002-HAPPY;TST-ID_001-IDEMPOTENT;TST-ID_002-IDEMPOTENT;TST-V122-015;TST-V122-016,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-CONTENT-001,统一内容列表,/contents,ADM-LIST,R06,REQ-CONTENT-001;REQ-PUBLISH-001,GET /admin-api/v1/contents;GET /admin-api/v1/contents/{id};GET /admin-api/v1/content-dictionaries,adminContentGetContents;adminContentGetContentsById;adminContentGetContentDictionaries,content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;home_modules;banners;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;users;user_profiles;user_settings;user_status_logs;identity_review_records;manual_review_cases;content_reports;content_appeals,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,catalogs/ui_page_fields.csv#ADM-CONTENT-001,catalogs/ui_page_states.csv#ADM-CONTENT-001,catalogs/ui_action_matrix.csv#ADM-CONTENT-001,TST-CONTENT_001-HAPPY;TST-PUBLISH_001-HAPPY,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-CONTENT-002,内容详情,/contents/:id,ADM-DETAIL,R06,REQ-CONTENT-001;REQ-PUBLISH-001,GET /admin-api/v1/contents;GET /admin-api/v1/contents/{id};POST /admin-api/v1/contents/{id}/online;POST /admin-api/v1/contents/{id}/offline;POST /admin-api/v1/contents/{id}/ban;POST /admin-api/v1/contents/{id}/recommend;POST /admin-api/v1/contents/{id}/official-mark;GET /admin-api/v1/content-dictionaries,adminContentGetContents;adminContentGetContentsById;adminContentPostContentsByIdOnline;adminContentPostContentsByIdOffline;adminContentPostContentsByIdBan;adminContentPostContentsByIdRecommend;adminContentPostContentsByIdOfficialMark;adminContentGetContentDictionaries,content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;home_modules;banners;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;users;user_profiles;user_settings;user_status_logs;identity_review_records;manual_review_cases;content_reports;content_appeals,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,catalogs/ui_page_fields.csv#ADM-CONTENT-002,catalogs/ui_page_states.csv#ADM-CONTENT-002,catalogs/ui_action_matrix.csv#ADM-CONTENT-002,TST-CONTENT_001-HAPPY;TST-PUBLISH_001-HAPPY;TST-CONTENT_001-IDEMPOTENT;TST-PUBLISH_001-IDEMPOTENT,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-CONTENT-003,字典与属性,/contents/dictionaries,ADM-LIST,R06,REQ-CONTENT-001;REQ-PUBLISH-001;REQ-PAGE-SPEC-001;REQ-ADMIN-OPS-001,GET /admin-api/v1/contents;GET /admin-api/v1/contents/{id};POST /admin-api/v1/contents/{id}/online;POST /admin-api/v1/contents/{id}/offline;POST /admin-api/v1/contents/{id}/ban;POST /admin-api/v1/contents/{id}/recommend;POST /admin-api/v1/contents/{id}/official-mark;GET /admin-api/v1/content-dictionaries;PUT /admin-api/v1/content-dictionaries/{code},adminContentGetContents;adminContentGetContentsById;adminContentPostContentsByIdOnline;adminContentPostContentsByIdOffline;adminContentPostContentsByIdBan;adminContentPostContentsByIdRecommend;adminContentPostContentsByIdOfficialMark;adminContentGetContentDictionaries;adminContentPutContentDictionariesByCode,content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;home_modules;banners;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;users;user_profiles;user_settings;user_status_logs;identity_review_records;manual_review_cases;content_reports;content_appeals;admin_users;admin_roles;admin_permissions;admin_user_roles;admin_role_permissions;admin_operation_logs;admin_approval_requests,content,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions,catalogs/ui_page_fields.csv#ADM-CONTENT-003,catalogs/ui_page_states.csv#ADM-CONTENT-003,catalogs/ui_action_matrix.csv#ADM-CONTENT-003,TST-CONTENT_001-HAPPY;TST-PUBLISH_001-HAPPY;TST-CONTENT_001-IDEMPOTENT;TST-PUBLISH_001-IDEMPOTENT;TST-V122-017,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-REVIEW-001,审核队列,/reviews,ADM-REVIEW,R12,REQ-PUBLISH-001;REQ-PAGE-SPEC-001;REQ-ADMIN-OPS-001,GET /admin-api/v1/reviews/queue;GET /admin-api/v1/reviews/{id};GET /admin-api/v1/content-reports;GET /admin-api/v1/appeals;POST /admin-api/v1/reviews/{id}/decide;POST /admin-api/v1/reviews/{id}/assign,adminReviewGetReviewsQueue;adminReviewGetReviewsById;adminReportsGetContentReports;adminAppealsGetAppeals;adminReviewPostReviewsByIdDecide;adminReviewPostReviewsByIdAssign,content_review_records;identity_review_records;manual_review_cases;content_reports;chat_reports;content_appeals;users;user_profiles;user_settings;user_status_logs;content_posts;content_versions;content_status_logs;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;admin_users;admin_roles;admin_permissions;admin_user_roles;admin_role_permissions;admin_operation_logs;admin_approval_requests,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#ADM-REVIEW-001,catalogs/ui_page_states.csv#ADM-REVIEW-001,catalogs/ui_action_matrix.csv#ADM-REVIEW-001,TST-PUBLISH_001-HAPPY;TST-V122-018;TST-V122-019,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-RP-001,红包活动列表,/red-packets,ADM-LIST,R20,REQ-RP-004;REQ-RP-006,GET /admin-api/v1/red-packet-campaigns;GET /admin-api/v1/red-packet-campaigns/{id};GET /admin-api/v1/red-packet-campaigns/{id}/sessions;GET /admin-api/v1/red-packet-campaigns/{id}/claims;GET /admin-api/v1/red-packet-campaigns/{id}/ledger,adminRedPacketGetRedPacketCampaigns;adminRedPacketGetRedPacketCampaignsById;adminRedPacketGetRedPacketCampaignsByIdSessions;adminRedPacketGetRedPacketCampaignsByIdClaims;adminRedPacketGetRedPacketCampaignsByIdLedger,red_packet_campaigns;red_packet_campaign_versions;red_packet_quotes;red_packet_orders;red_packet_stock;red_packet_view_sessions;red_packet_reservations;red_packet_claims;red_packet_ledger;reward_ledger;outbox_events;reward_accounts;reward_settlements;reward_freezes;accounting_entries,red_packet,red_packet.default_view_seconds;red_packet.reservation_min_seconds;red_packet.unit_amount_min_cent;red_packet.unit_amount_max_cent;red_packet.min_count;red_packet.service_fee_bps;red_packet.one_active_per_content;red_packet.allow_raise_unit_amount,catalogs/ui_page_fields.csv#ADM-RP-001,catalogs/ui_page_states.csv#ADM-RP-001,catalogs/ui_action_matrix.csv#ADM-RP-001,TST-RP_004-HAPPY;TST-RP_006-HAPPY,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-RP-002,红包活动详情,/red-packets/:id,ADM-DETAIL,R23,REQ-RP-004;REQ-RP-006,GET /admin-api/v1/red-packet-campaigns;GET /admin-api/v1/red-packet-campaigns/{id};POST /admin-api/v1/red-packet-campaigns/{id}/review;POST /admin-api/v1/red-packet-campaigns/{id}/pause;POST /admin-api/v1/red-packet-campaigns/{id}/resume;POST /admin-api/v1/red-packet-campaigns/{id}/terminate;GET /admin-api/v1/red-packet-campaigns/{id}/sessions;GET /admin-api/v1/red-packet-campaigns/{id}/claims,adminRedPacketGetRedPacketCampaigns;adminRedPacketGetRedPacketCampaignsById;adminRedPacketPostRedPacketCampaignsByIdReview;adminRedPacketPostRedPacketCampaignsByIdPause;adminRedPacketPostRedPacketCampaignsByIdResume;adminRedPacketPostRedPacketCampaignsByIdTerminate;adminRedPacketGetRedPacketCampaignsByIdSessions;adminRedPacketGetRedPacketCampaignsByIdClaims,red_packet_campaigns;red_packet_campaign_versions;red_packet_quotes;red_packet_orders;red_packet_stock;red_packet_view_sessions;red_packet_reservations;red_packet_claims;red_packet_ledger;reward_ledger;outbox_events;reward_accounts;reward_settlements;reward_freezes;accounting_entries,red_packet,red_packet.default_view_seconds;red_packet.reservation_min_seconds;red_packet.unit_amount_min_cent;red_packet.unit_amount_max_cent;red_packet.min_count;red_packet.service_fee_bps;red_packet.one_active_per_content;red_packet.allow_raise_unit_amount,catalogs/ui_page_fields.csv#ADM-RP-002,catalogs/ui_page_states.csv#ADM-RP-002,catalogs/ui_action_matrix.csv#ADM-RP-002,TST-RP_004-HAPPY;TST-RP_006-HAPPY;TST-RP_004-IDEMPOTENT;TST-RP_006-IDEMPOTENT,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-RP-003,红包预审核,/red-packets/review,ADM-REVIEW,R20,REQ-RP-004;REQ-RP-006,GET /admin-api/v1/red-packet-campaigns;GET /admin-api/v1/red-packet-campaigns/{id};POST /admin-api/v1/red-packet-campaigns/{id}/review;POST /admin-api/v1/red-packet-campaigns/{id}/pause;POST /admin-api/v1/red-packet-campaigns/{id}/resume;POST /admin-api/v1/red-packet-campaigns/{id}/terminate;GET /admin-api/v1/red-packet-campaigns/{id}/sessions;GET /admin-api/v1/red-packet-campaigns/{id}/claims,adminRedPacketGetRedPacketCampaigns;adminRedPacketGetRedPacketCampaignsById;adminRedPacketPostRedPacketCampaignsByIdReview;adminRedPacketPostRedPacketCampaignsByIdPause;adminRedPacketPostRedPacketCampaignsByIdResume;adminRedPacketPostRedPacketCampaignsByIdTerminate;adminRedPacketGetRedPacketCampaignsByIdSessions;adminRedPacketGetRedPacketCampaignsByIdClaims,red_packet_campaigns;red_packet_campaign_versions;red_packet_quotes;red_packet_orders;red_packet_stock;red_packet_view_sessions;red_packet_reservations;red_packet_claims;red_packet_ledger;reward_ledger;outbox_events;reward_accounts;reward_settlements;reward_freezes;accounting_entries,red_packet,red_packet.default_view_seconds;red_packet.reservation_min_seconds;red_packet.unit_amount_min_cent;red_packet.unit_amount_max_cent;red_packet.min_count;red_packet.service_fee_bps;red_packet.one_active_per_content;red_packet.allow_raise_unit_amount,catalogs/ui_page_fields.csv#ADM-RP-003,catalogs/ui_page_states.csv#ADM-RP-003,catalogs/ui_action_matrix.csv#ADM-RP-003,TST-RP_004-HAPPY;TST-RP_006-HAPPY;TST-RP_004-IDEMPOTENT;TST-RP_006-IDEMPOTENT,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-RP-004,红包风险事件,/red-packets/risk,ADM-SECURITY,R23,REQ-RP-004;REQ-RP-006,GET /admin-api/v1/red-packet-campaigns;GET /admin-api/v1/red-packet-campaigns/{id};POST /admin-api/v1/red-packet-campaigns/{id}/review;POST /admin-api/v1/red-packet-campaigns/{id}/pause;POST /admin-api/v1/red-packet-campaigns/{id}/resume;POST /admin-api/v1/red-packet-campaigns/{id}/terminate;GET /admin-api/v1/red-packet-campaigns/{id}/sessions;GET /admin-api/v1/red-packet-campaigns/{id}/claims,adminRedPacketGetRedPacketCampaigns;adminRedPacketGetRedPacketCampaignsById;adminRedPacketPostRedPacketCampaignsByIdReview;adminRedPacketPostRedPacketCampaignsByIdPause;adminRedPacketPostRedPacketCampaignsByIdResume;adminRedPacketPostRedPacketCampaignsByIdTerminate;adminRedPacketGetRedPacketCampaignsByIdSessions;adminRedPacketGetRedPacketCampaignsByIdClaims,red_packet_campaigns;red_packet_campaign_versions;red_packet_quotes;red_packet_orders;red_packet_stock;red_packet_view_sessions;red_packet_reservations;red_packet_claims;red_packet_ledger;reward_ledger;outbox_events;reward_accounts;reward_settlements;reward_freezes;accounting_entries,red_packet,red_packet.default_view_seconds;red_packet.reservation_min_seconds;red_packet.unit_amount_min_cent;red_packet.unit_amount_max_cent;red_packet.min_count;red_packet.service_fee_bps;red_packet.one_active_per_content;red_packet.allow_raise_unit_amount,catalogs/ui_page_fields.csv#ADM-RP-004,catalogs/ui_page_states.csv#ADM-RP-004,catalogs/ui_action_matrix.csv#ADM-RP-004,TST-RP_004-HAPPY;TST-RP_006-HAPPY;TST-RP_004-IDEMPOTENT;TST-RP_006-IDEMPOTENT,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-PROD-001,商品与SKU,/commerce/products,ADM-LIST,R30,REQ-PRODUCT-001,GET /admin-api/v1/products;POST /admin-api/v1/products;PATCH /admin-api/v1/products/{id};GET /admin-api/v1/skus;POST /admin-api/v1/skus;PATCH /admin-api/v1/skus/{id},adminProductsGetProducts;adminProductsPostProducts;adminProductsPatchProductsById;adminProductsGetSkus;adminProductsPostSkus;adminProductsPatchSkusById,products;product_skus;sku_commission_policies,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#ADM-PROD-001,catalogs/ui_page_states.csv#ADM-PROD-001,catalogs/ui_action_matrix.csv#ADM-PROD-001,TST-PRODUCT_001-HAPPY;TST-PRODUCT_001-IDEMPOTENT,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
ADMIN,ADM-ORDER-001,订单列表,/commerce/orders,ADM-LIST,R16,REQ-ORDER-001,GET /admin-api/v1/orders;GET /admin-api/v1/orders/{orderNo},adminOrdersGetOrders;adminOrdersGetOrdersByOrderno,system_configs;orders;order_items;order_price_snapshots,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#ADM-ORDER-001,catalogs/ui_page_states.csv#ADM-ORDER-001,catalogs/ui_action_matrix.csv#ADM-ORDER-001,TST-ORDER_001-HAPPY,SPEC:design/R16-UI-FROZEN/specs/ADM-ORDER-001.md,READY,EXACT_CONSTRUCTION_BOUND_R16_CR0440
ADMIN,ADM-PAY-001,支付交易,/commerce/payments,ADM-FINANCE,R17,REQ-PAY-002;REQ-LEDGER-001,GET /admin-api/v1/payments;GET /admin-api/v1/payment-callbacks;POST /admin-api/v1/payments/{id}/query;GET /admin-api/v1/payment-exceptions;POST /admin-api/v1/payment-exceptions/{id}/resolve;POST /admin-api/v1/payment-reconciliation/run,adminPaymentsGetPayments;adminPaymentsGetPaymentCallbacks;adminPaymentsPostPaymentsByIdQuery;adminPaymentsGetPaymentExceptions;adminPaymentsPostPaymentExceptionsByIdResolve;adminPaymentsPostPaymentReconciliationRun,payment_transactions;payment_callbacks;payment_exception_orders;payment_reconciliation_records;accounting_transactions;accounting_entries;orders;reward_accounts;reward_ledger;reward_settlements;reward_freezes;payout_accounts;withdrawal_requests;payout_transactions;payout_callbacks;payout_reconciliation_records,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_fields.csv#ADM-PAY-001,catalogs/ui_page_states.csv#ADM-PAY-001,catalogs/ui_action_matrix.csv#ADM-PAY-001,TST-PAY_002-HAPPY;TST-LEDGER_001-HAPPY;TST-PAY_002-IDEMPOTENT;TST-LEDGER_001-IDEMPOTENT,TOKENS_ONLY,READY,EXACT_CONSTRUCTION_BOUND_V1.2.2
