页面ID,平台,模块,页面名称,路由,页面形态,模板ID,业务目标,主要角色,访问规则,数据分级,入口路径,退出与返回,页面区域,字段规格,状态规格,动作规格,导航规则,刷新策略,分页策略,离线策略,关联需求,关联API,operationId,配置组,关键配置项,测试ID,UI参考,计划版本,DoR状态,成熟度
DIALOG-SEARCH-001,ANDROID,搜索,清空搜索历史确认,dialog://search-history-clear,DIALOG,MOB-SHEET,展示不可恢复提示并二次确认清空当前账号搜索历史,已登录用户；公开能力仅限文档明确的H5页面,登录后,NORMAL,由拥有该动作的页面显式打开，携带不可变目标快照,成功后向调用页回传结果并关闭；取消恢复触发控件焦点,拖拽柄/标题|说明|字段/选项|主次操作,catalogs/ui_page_fields.csv#DIALOG-SEARCH-001,catalogs/ui_page_states.csv#DIALOG-SEARCH-001,catalogs/ui_action_matrix.csv#DIALOG-SEARCH-001,禁止外部深链直接打开；必须由受信任调用页创建上下文,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-SEARCH-001;REQ-PAGE-SPEC-001,DELETE /api/v1/search/history,searchDeleteSearchHistory,search;content;analytics,search.default_page_size;search.hot_keywords.max_count;content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions;analytics.event.retention_days;analytics.traffic_types,TST-V122-004,,R07,READY,FROZEN_CONSTRUCTION_V1.2.2
SHEET-CONTENT-INVALID-001,ANDROID,内容,联系方式失效反馈,sheet://content-invalid-feedback,SHEET,MOB-SHEET,选择二维码、链接或联系方式失效原因，补充说明并提交反馈,已登录用户；公开能力仅限文档明确的H5页面,登录后,HIGH,由拥有该动作的页面显式打开，携带不可变目标快照,成功后向调用页回传结果并关闭；取消恢复触发控件焦点,拖拽柄/标题|说明|字段/选项|主次操作,catalogs/ui_page_fields.csv#SHEET-CONTENT-INVALID-001,catalogs/ui_page_states.csv#SHEET-CONTENT-INVALID-001,catalogs/ui_action_matrix.csv#SHEET-CONTENT-INVALID-001,禁止外部深链直接打开；必须由受信任调用页创建上下文,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-ACTIVITY-001;REQ-CONTACT-001,POST /api/v1/contents/{id}/invalid-feedback,contentPostContentsByIdInvalidFeedback,content;storage;analytics,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions;storage.default_provider;storage.scope.public_media.provider;storage.scope.private_kyc.provider;storage.scope.private_chat.provider;storage.scope.audit_evidence.provider;storage.scope.apk_release.provider;storage.scope.backup.provider;storage.r2.account_id;analytics.event.retention_days;analytics.traffic_types,TST-V122-005,,R13,READY,FROZEN_CONSTRUCTION_V1.2.2
DIALOG-CHAT-BLOCK-001,ANDROID,消息,拉黑与解除拉黑确认,dialog://chat-block,DIALOG,MOB-SHEET,展示影响范围、原因输入和二次确认；支持拉黑与解除拉黑,已登录用户；公开能力仅限文档明确的H5页面,登录后,NORMAL,由拥有该动作的页面显式打开，携带不可变目标快照,成功后向调用页回传结果并关闭；取消恢复触发控件焦点,拖拽柄/标题|说明|字段/选项|主次操作,catalogs/ui_page_fields.csv#DIALOG-CHAT-BLOCK-001,catalogs/ui_page_states.csv#DIALOG-CHAT-BLOCK-001,catalogs/ui_action_matrix.csv#DIALOG-CHAT-BLOCK-001,禁止外部深链直接打开；必须由受信任调用页创建上下文,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CHAT-002,POST /api/v1/users/{id}/block;DELETE /api/v1/users/{id}/block,chatPostUsersByIdBlock;chatDeleteUsersByIdBlock,chat;notification,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days;notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,TST-V122-007;TST-V122-008,,R14,READY,FROZEN_CONSTRUCTION_V1.2.2
DIALOG-CHAT-DELETE-001,ANDROID,消息,删除会话确认,dialog://chat-delete,DIALOG,MOB-SHEET,明确仅删除当前用户会话视图，不删除对方消息记录；二次确认,已登录用户；公开能力仅限文档明确的H5页面,登录后,NORMAL,由拥有该动作的页面显式打开，携带不可变目标快照,成功后向调用页回传结果并关闭；取消恢复触发控件焦点,拖拽柄/标题|说明|字段/选项|主次操作,catalogs/ui_page_fields.csv#DIALOG-CHAT-DELETE-001,catalogs/ui_page_states.csv#DIALOG-CHAT-DELETE-001,catalogs/ui_action_matrix.csv#DIALOG-CHAT-DELETE-001,禁止外部深链直接打开；必须由受信任调用页创建上下文,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CHAT-002,DELETE /api/v1/conversations/{id},chatDeleteConversationsById,chat;notification,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days;notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,TST-V122-006,,R14,READY,FROZEN_CONSTRUCTION_V1.2.2
SCR-SUPPORT-005,ANDROID,客服,帮助文章详情,/support/help/{id},PAGE,MOB-DETAIL,文章正文、目录锚点、更新时间、相关问题和创建工单入口,已登录用户；公开能力仅限文档明确的H5页面,登录后,NORMAL,从列表、通知、分享深链或关联业务入口进入，路由参数必须完整,返回来源页并同步资源最新状态；来源失效时回到所属模块首页,媒体/标题|主体信息|状态与统计|分区详情|固定操作区,catalogs/ui_page_fields.csv#SCR-SUPPORT-005,catalogs/ui_page_states.csv#SCR-SUPPORT-005,catalogs/ui_action_matrix.csv#SCR-SUPPORT-005,仅允许已登记App Link/内部路由；登录前保存原目标；路由参数校验失败返回模块首页,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,允许展示明确标记的只读缓存；所有写操作离线禁用；恢复网络后主动校验version,REQ-SUPPORT-001,GET /api/v1/help/articles/{id},supportGetHelpArticlesById,operations;notification;storage,ops.backup.rpo_minutes;ops.recovery.rto_minutes;ops.audit_log.retention_days;ops.security_event.retention_days;ops.alert.error_rate_percent;ops.alert.api_p95_ms;notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end;storage.default_provider;storage.scope.public_media.provider;storage.scope.private_kyc.provider;storage.scope.private_chat.provider;storage.scope.audit_evidence.provider;storage.scope.apk_release.provider;storage.scope.backup.provider;storage.r2.account_id,TST-V122-010,,R15,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-001,H5,H5,品牌宣传下载页,/,PAGE,H5-LANDING,品牌官网式页面、下载APK,公开访客或从分享/邀请/支付/实名流程进入的用户,公开,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,SEO头|Hero|信任信息|功能区|下载CTA|页脚,catalogs/ui_page_fields.csv#H5-001,catalogs/ui_page_states.csv#H5-001,catalogs/ui_action_matrix.csv#H5-001,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-H5-001;REQ-APP-RELEASE-001,GET /public-api/v1/home-page;GET /public-api/v1/app/latest,publicGetHomePage;publicGetAppLatest,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-H5_001-HAPPY;TST-APP_RELEASE_001-HAPPY,B02/B11/B12/-,R28,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-002,H5,H5,安装教程,/install-guide,PAGE,H5-LANDING,未知来源安装和常见问题,公开访客或从分享/邀请/支付/实名流程进入的用户,公开,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,SEO头|Hero|信任信息|功能区|下载CTA|页脚,catalogs/ui_page_fields.csv#H5-002,catalogs/ui_page_states.csv#H5-002,catalogs/ui_action_matrix.csv#H5-002,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-H5-001,GET /public-api/v1/app/latest;GET /public-api/v1/help/articles/{id},publicGetAppLatest;publicGetHelpArticlesById,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-H5_001-HAPPY,B02/B11/B12/-,R28,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-003,H5,H5,邀请落地页,/invite/{code},PAGE,H5-LANDING,邀请信息、下载归因,公开访客或从分享/邀请/支付/实名流程进入的用户,公开,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,SEO头|Hero|信任信息|功能区|下载CTA|页脚,catalogs/ui_page_fields.csv#H5-003,catalogs/ui_page_states.csv#H5-003,catalogs/ui_action_matrix.csv#H5-003,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-REF-002;REQ-H5-001,GET /public-api/v1/invite/{code};GET /public-api/v1/app/latest,publicGetInviteByCode;publicGetAppLatest,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-REF_002-HAPPY;TST-H5_001-HAPPY,TOKENS_ONLY/-,R28,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-013,H5,H5,H5邀请注册页,/invite/{code}/register,PAGE,MOB-AUTH-FORM,邀请码必填，密码注册+安全验证+阿里云短信，成功跳下载页,公开访客或从分享/邀请/支付/实名流程进入的用户,公开,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,品牌/标题|表单|安全挑战|协议|主操作|辅助入口,catalogs/ui_page_fields.csv#H5-013,catalogs/ui_page_states.csv#H5-013,catalogs/ui_action_matrix.csv#H5-013,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-AUTH-005,GET /public-api/v1/invite/{code}/registration-config;POST /api/v1/auth/security-challenges;POST /api/v1/auth/sms/send;POST /api/v1/auth/register,publicGetInviteByCodeRegistrationConfig;authPostAuthSecurityChallenges;authPostAuthSmsSend;authPostAuthRegister,platform;auth,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact;auth.default_login_method;auth.security_challenge.provider;auth.security_challenge.mode;auth.password.min_length;auth.password.max_length;auth.password.max_failures;auth.password.lock_seconds;auth.invite.app_required,TST-AUTH_005-HAPPY;TST-AUTH_005-IDEMPOTENT,TOKENS_ONLY/-,R02,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-004,H5,H5,项目分享页,/share/project/{id},PAGE,H5-SHARE,项目预览和下载引导,公开访客或从分享/邀请/支付/实名流程进入的用户,公开,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,SEO预览|内容摘要|发布者|安全遮罩|下载/打开App CTA,catalogs/ui_page_fields.csv#H5-004,catalogs/ui_page_states.csv#H5-004,catalogs/ui_action_matrix.csv#H5-004,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-PROJECT-001;REQ-H5-001,GET /public-api/v1/share/contents/{id},publicGetShareContentsById,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-PROJECT_001-HAPPY;TST-H5_001-HAPPY,TOKENS_ONLY/-,R28,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-005,H5,H5,App分享页,/share/app/{id},PAGE,H5-SHARE,App预览和下载引导,公开访客或从分享/邀请/支付/实名流程进入的用户,公开,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,SEO预览|内容摘要|发布者|安全遮罩|下载/打开App CTA,catalogs/ui_page_fields.csv#H5-005,catalogs/ui_page_states.csv#H5-005,catalogs/ui_action_matrix.csv#H5-005,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-APP-PROMO-001;REQ-H5-001,GET /public-api/v1/share/contents/{id},publicGetShareContentsById,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-APP_PROMO_001-HAPPY;TST-H5_001-HAPPY,TOKENS_ONLY/-,R28,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-006,H5,H5,群聊分享页,/share/group/{id},PAGE,H5-SHARE,群预览，不公开完整联系,公开访客或从分享/邀请/支付/实名流程进入的用户,公开,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,SEO预览|内容摘要|发布者|安全遮罩|下载/打开App CTA,catalogs/ui_page_fields.csv#H5-006,catalogs/ui_page_states.csv#H5-006,catalogs/ui_action_matrix.csv#H5-006,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-GROUP-001;REQ-H5-001,GET /public-api/v1/share/contents/{id},publicGetShareContentsById,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-GROUP_001-HAPPY;TST-H5_001-HAPPY,TOKENS_ONLY/-,R28,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-007,H5,H5,团队长分享页,/share/team-leader/{id},PAGE,H5-SHARE,团队长预览,公开访客或从分享/邀请/支付/实名流程进入的用户,公开,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,SEO预览|内容摘要|发布者|安全遮罩|下载/打开App CTA,catalogs/ui_page_fields.csv#H5-007,catalogs/ui_page_states.csv#H5-007,catalogs/ui_action_matrix.csv#H5-007,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-TEAM-001;REQ-H5-001,GET /public-api/v1/share/contents/{id},publicGetShareContentsById,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-TEAM_001-HAPPY;TST-H5_001-HAPPY,TOKENS_ONLY/-,R28,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-008,H5,H5,统一收银台,/cashier/{orderNo},PAGE,MOB-CHECKOUT,商品、渠道、协议,公开访客或从分享/邀请/支付/实名流程进入的用户,登录态/一次性令牌,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,商品/金额摘要|权益/费用|协议确认|支付方式|主操作|结果查询,catalogs/ui_page_fields.csv#H5-008,catalogs/ui_page_states.csv#H5-008,catalogs/ui_action_matrix.csv#H5-008,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-PAY-001;REQ-PAY-002,GET /api/v1/orders/{orderNo}/cashier;POST /api/v1/orders/{orderNo}/payments,paymentGetOrdersByOrdernoCashier;paymentPostOrdersByOrdernoPayments,payment,payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url,TST-PAY_001-HAPPY;TST-PAY_002-HAPPY;TST-PAY_001-IDEMPOTENT;TST-PAY_002-IDEMPOTENT,TOKENS_ONLY/-,R17,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-009,H5,H5,支付结果,/payment/result,PAGE,H5-CALLBACK,展示平台查单结果,公开访客或从分享/邀请/支付/实名流程进入的用户,公开回跳+查单,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,处理中状态|服务端查询|结果|返回App,catalogs/ui_page_fields.csv#H5-009,catalogs/ui_page_states.csv#H5-009,catalogs/ui_action_matrix.csv#H5-009,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-PAY-001;REQ-PAY-002,GET /api/v1/orders/{orderNo}/payment-status,paymentGetOrdersByOrdernoPaymentStatus,payment,payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url,TST-PAY_001-HAPPY;TST-PAY_002-HAPPY,TOKENS_ONLY/-,R17,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-010,H5,H5,协议与规则,/agreement/{code},PAGE,H5-DOCUMENT,版本化协议,公开访客或从分享/邀请/支付/实名流程进入的用户,公开,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,标题/版本|目录|正文|更新时间|相关入口,catalogs/ui_page_fields.csv#H5-010,catalogs/ui_page_states.csv#H5-010,catalogs/ui_action_matrix.csv#H5-010,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-CMS-001,GET /public-api/v1/agreements/{code},publicGetAgreementsByCode,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-CMS_001-HAPPY,TOKENS_ONLY/-,R15,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-011,H5,H5,帮助文章,/help/{id},PAGE,H5-DOCUMENT,帮助内容,公开访客或从分享/邀请/支付/实名流程进入的用户,公开,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,标题/版本|目录|正文|更新时间|相关入口,catalogs/ui_page_fields.csv#H5-011,catalogs/ui_page_states.csv#H5-011,catalogs/ui_action_matrix.csv#H5-011,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-SUPPORT-001,GET /public-api/v1/help/articles/{id},publicGetHelpArticlesById,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-SUPPORT_001-HAPPY,TOKENS_ONLY/-,R15,READY,FROZEN_CONSTRUCTION_V1.2.2
H5-012,H5,H5,活体回跳,/identity/callback,PAGE,H5-LANDING,通知App轮询状态,公开访客或从分享/邀请/支付/实名流程进入的用户,一次性state,NORMAL,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,SEO头|Hero|信任信息|功能区|下载CTA|页脚,catalogs/ui_page_fields.csv#H5-012,catalogs/ui_page_states.csv#H5-012,catalogs/ui_action_matrix.csv#H5-012,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,公开正文可使用SSR缓存；支付、实名回跳和动态状态不得用缓存替代服务端查询,REQ-ID-001,POST /public-api/v1/identity/callback/consume,publicPostIdentityCallbackConsume,identity,identity.active_provider;identity.provider.appcode;identity.liveness.token_url;identity.liveness.result_url;identity.face_compare.url;identity.max_daily_attempts;identity.one_id_one_account;identity.liveness.poll_interval_ms,TST-ID_001-HAPPY,TOKENS_ONLY/-,R05,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-DASH-001,ADMIN,总览,数据驾驶舱,/dashboard,PAGE,ADM-DASHBOARD,用户、内容、商业、奖励、风险和待办,具备 dashboard.read 的后台员工；写操作另需 dashboard.manage,dashboard.read,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,全局时间筛选|指标卡|趋势|分布|待办|异常,catalogs/ui_page_fields.csv#ADM-DASH-001,catalogs/ui_page_states.csv#ADM-DASH-001,catalogs/ui_action_matrix.csv#ADM-DASH-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,模块独立加载和刷新；局部失败不清空成功模块；展示数据更新时间,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-ANALYTICS-001;REQ-ADMIN-001,GET /admin-api/v1/dashboard/summary;GET /admin-api/v1/dashboard/todos,adminDashboardGetDashboardSummary;adminDashboardGetDashboardTodos,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-ANALYTICS_001-HAPPY;TST-ADMIN_001-HAPPY,TOKENS_ONLY,R30,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-USER-001,ADMIN,用户,用户列表,/users,PAGE,ADM-LIST,筛选、导出、状态和风险,具备 user.read 的后台员工；写操作另需 user.manage,user.read,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,页标题/说明|筛选区|统计/批量操作|表格|分页,catalogs/ui_page_fields.csv#ADM-USER-001,catalogs/ui_page_states.csv#ADM-USER-001,catalogs/ui_action_matrix.csv#ADM-USER-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,后台页码或cursor二选一；默认20，最大100；筛选写入URL；默认排序由页面运营规格冻结,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-AUTH-001;REQ-ADMIN-001,GET /admin-api/v1/users;GET /admin-api/v1/users/{id},adminUsersGetUsers;adminUsersGetUsersById,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-AUTH_001-HAPPY;TST-ADMIN_001-HAPPY,TOKENS_ONLY,R02,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-USER-002,ADMIN,用户,用户详情,/users/:id,PAGE,ADM-DETAIL,全景业务和操作,具备 user.read 的后台员工；写操作另需 user.manage,user.read,NORMAL,从对应列表行、待办、审计记录或直接授权链接进入,返回来源列表并保持筛选、排序、页码和滚动位置,摘要头|状态/主操作|Tab详情|时间线|关联对象|审计,catalogs/ui_page_fields.csv#ADM-USER-002,catalogs/ui_page_states.csv#ADM-USER-002,catalogs/ui_action_matrix.csv#ADM-USER-002,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,页面进入加载；缓存过期/前台恢复/领域事件触发轻量刷新；写操作成功按资源局部刷新,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-AUTH-001;REQ-ADMIN-001,GET /admin-api/v1/users;GET /admin-api/v1/users/{id};POST /admin-api/v1/users/{id}/restrictions;DELETE /admin-api/v1/users/{id}/restrictions/{type};POST /admin-api/v1/users/{id}/freeze;POST /admin-api/v1/users/{id}/unfreeze;POST /admin-api/v1/users/{id}/force-logout,adminUsersGetUsers;adminUsersGetUsersById;adminUsersPostUsersByIdRestrictions;adminUsersDeleteUsersByIdRestrictionsByType;adminUsersPostUsersByIdFreeze;adminUsersPostUsersByIdUnfreeze;adminUsersPostUsersByIdForceLogout,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-AUTH_001-HAPPY;TST-ADMIN_001-HAPPY;TST-AUTH_001-IDEMPOTENT;TST-ADMIN_001-IDEMPOTENT,TOKENS_ONLY,R02,READY,FROZEN_CONSTRUCTION_V1.2.2
