动作ID,平台,UI_ID,页面,路由,动作,触发条件,API契约,operationId,请求Schema,权限,幂等键,成功状态,失败状态,埋点,需求ID,测试ID,成熟度,动作类型,入口组件,显示条件,可用条件,前置校验,输入字段,二次确认,请求映射,并发控制,加载表现,重试策略,成功后导航,数据刷新范围,审计要求,敏感处理,离线策略,响应Schema,DoR状态
ACT-ADM-RP-004-01,ADMIN,ADM-RP-004,红包风险事件,/red-packets/risk,红包活动列表,页面首次进入、下拉刷新、筛选/排序变化或滚动触底时触发；相同查询条件避免并发重复请求,GET /admin-api/v1/red-packet-campaigns,adminRedPacketGetRedPacketCampaigns,AdminRedPacketGetRedPacketCampaignsParameters,redpacket.read,不要求,首屏替换数据，翻页仅追加去重；更新分页、筛选回显、总数/游标和最后刷新时间；空结果进入业务空状态,首屏失败显示全页错误与重试；刷新失败保留旧数据并提示；翻页失败保留已加载数据并提供行内重试；401跳登录或会话升级，403显示无权限，404不适用,ui_action_adm_rp_004_01,REQ-RP-004;REQ-RP-006,TST-RP_004-HAPPY;TST-RP_006-HAPPY,FROZEN_DETAILED_V1.2.2,LIST_QUERY,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面具备读取权限；筛选项按数据范围和角色显示,网络可用；非正在刷新；翻页时 nextCursor/hasNext 为真,"校验 page,pageSize,cursor,status,keyword,sort",page;pageSize;cursor;status;keyword;sort,不需要,GET /admin-api/v1/red-packet-campaigns；请求模型 AdminRedPacketGetRedPacketCampaignsParameters；响应模型 AdminRedPacketGetRedPacketCampaignsResponse,同资源单写请求锁；状态机服务端复核,首屏使用骨架屏；刷新保留现有数据；翻页使用列表尾部加载器,GET 可人工重试；网络瞬断最多指数退避自动重试 2 次；筛选变化取消旧请求,留在当前页；点击行/卡片按页面导航规格进入详情,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录必要业务埋点；读取高敏字段时额外记录访问审计,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminRedPacketGetRedPacketCampaignsResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-RP-004-02,ADMIN,ADM-RP-004,红包风险事件,/red-packets/risk,活动详情,页面进入、显式刷新、从后台恢复且缓存过期，或收到相关领域事件后触发,GET /admin-api/v1/red-packet-campaigns/{id},adminRedPacketGetRedPacketCampaignsById,AdminRedPacketGetRedPacketCampaignsByIdParameters,redpacket.read,不要求,以服务端返回的 version 和状态覆盖详情；重算按钮显示/可用条件；记录页面曝光和请求 requestId,404显示资源不存在或已下架并提供返回；403显示无权限；409触发重新拉取；网络失败保留缓存并标记可能过期,ui_action_adm_rp_004_02,REQ-RP-004;REQ-RP-006,TST-RP_004-HAPPY;TST-RP_006-HAPPY,FROZEN_DETAILED_V1.2.2,DETAIL_QUERY,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面具备读取权限且路由参数完整,网络可用且不存在同资源进行中的请求,校验 id,id,不需要,GET /admin-api/v1/red-packet-campaigns/{id}；请求模型 AdminRedPacketGetRedPacketCampaignsByIdParameters；响应模型 AdminRedPacketGetRedPacketCampaignsByIdResponse,同资源单写请求锁；状态机服务端复核,首次进入使用结构骨架；刷新保留当前内容并显示轻量刷新态,GET 可人工重试；缓存可作为只读降级但禁止基于过期数据执行写操作,留在当前页；资源不存在时返回上一级并从来源列表移除或标记,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录必要业务埋点；读取高敏字段时额外记录访问审计,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminRedPacketGetRedPacketCampaignsByIdResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-RP-004-03,ADMIN,ADM-RP-004,红包风险事件,/red-packets/risk,预审核,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,POST /admin-api/v1/red-packet-campaigns/{id}/review,adminRedPacketPostRedPacketCampaignsByIdReview,AdminRedPacketPostRedPacketCampaignsByIdReviewRequest,redpacket.review,X-Idempotency-Key必填,更新审批/业务状态、版本和审计时间线；展示“预审核成功”；从待办队列移除并刷新计数,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_adm_rp_004_03,REQ-RP-004;REQ-RP-006,TST-RP_004-HAPPY;TST-RP_006-HAPPY;TST-RP_004-IDEMPOTENT;TST-RP_006-IDEMPOTENT,FROZEN_DETAILED_V1.2.2,CONTROLLED_COMMAND,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 redpacket.review，且资源状态允许“预审核”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 id,X-Idempotency-Key,decision,reason,expectedVersion,evidenceIds；expectedVersion 必须等于页面最后一次成功读取的服务端版本；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",id;X-Idempotency-Key;decision;reason;expectedVersion;evidenceIds,必须二次确认；确认框展示目标、影响、不可逆性、原因、审批要求和将触发的通知,POST /admin-api/v1/red-packet-campaigns/{id}/review；请求模型 AdminRedPacketPostRedPacketCampaignsByIdReviewRequest；响应模型 AdminRedPacketPostRedPacketCampaignsByIdReviewResponse,expectedVersion 乐观锁 + X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminRedPacketPostRedPacketCampaignsByIdReviewResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-RP-004-04,ADMIN,ADM-RP-004,红包风险事件,/red-packets/risk,平台暂停,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,POST /admin-api/v1/red-packet-campaigns/{id}/pause,adminRedPacketPostRedPacketCampaignsByIdPause,AdminRedPacketPostRedPacketCampaignsByIdPauseRequest,redpacket.manage,X-Idempotency-Key必填,以响应数据更新页面和关联缓存；展示“平台暂停成功”；仅刷新受影响区域,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_adm_rp_004_04,REQ-RP-004;REQ-RP-006,TST-RP_004-HAPPY;TST-RP_006-HAPPY;TST-RP_004-IDEMPOTENT;TST-RP_006-IDEMPOTENT,FROZEN_DETAILED_V1.2.2,CREATE_OR_SUBMIT,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 redpacket.manage，且资源状态允许“平台暂停”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 id,X-Idempotency-Key,reason,expectedVersion；expectedVersion 必须等于页面最后一次成功读取的服务端版本；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",id;X-Idempotency-Key;reason;expectedVersion,必须二次确认；确认框展示目标、影响、不可逆性、原因、审批要求和将触发的通知,POST /admin-api/v1/red-packet-campaigns/{id}/pause；请求模型 AdminRedPacketPostRedPacketCampaignsByIdPauseRequest；响应模型 AdminRedPacketPostRedPacketCampaignsByIdPauseResponse,expectedVersion 乐观锁 + X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminRedPacketPostRedPacketCampaignsByIdPauseResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-RP-004-05,ADMIN,ADM-RP-004,红包风险事件,/red-packets/risk,恢复,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,POST /admin-api/v1/red-packet-campaigns/{id}/resume,adminRedPacketPostRedPacketCampaignsByIdResume,AdminRedPacketPostRedPacketCampaignsByIdResumeRequest,redpacket.manage,X-Idempotency-Key必填,以响应数据更新页面和关联缓存；展示“恢复成功”；仅刷新受影响区域,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_adm_rp_004_05,REQ-RP-004;REQ-RP-006,TST-RP_004-HAPPY;TST-RP_006-HAPPY;TST-RP_004-IDEMPOTENT;TST-RP_006-IDEMPOTENT,FROZEN_DETAILED_V1.2.2,CREATE_OR_SUBMIT,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 redpacket.manage，且资源状态允许“恢复”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 id,X-Idempotency-Key,reason,expectedVersion；expectedVersion 必须等于页面最后一次成功读取的服务端版本；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",id;X-Idempotency-Key;reason;expectedVersion,必须二次确认；确认框展示目标、影响、不可逆性、原因、审批要求和将触发的通知,POST /admin-api/v1/red-packet-campaigns/{id}/resume；请求模型 AdminRedPacketPostRedPacketCampaignsByIdResumeRequest；响应模型 AdminRedPacketPostRedPacketCampaignsByIdResumeResponse,expectedVersion 乐观锁 + X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminRedPacketPostRedPacketCampaignsByIdResumeResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-RP-004-06,ADMIN,ADM-RP-004,红包风险事件,/red-packets/risk,平台终止且不退款,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,POST /admin-api/v1/red-packet-campaigns/{id}/terminate,adminRedPacketPostRedPacketCampaignsByIdTerminate,AdminRedPacketPostRedPacketCampaignsByIdTerminateRequest,redpacket.terminate,X-Idempotency-Key必填,以响应数据更新页面和关联缓存；展示“平台终止且不退款成功”；仅刷新受影响区域,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_adm_rp_004_06,REQ-RP-004;REQ-RP-006,TST-RP_004-HAPPY;TST-RP_006-HAPPY;TST-RP_004-IDEMPOTENT;TST-RP_006-IDEMPOTENT,FROZEN_DETAILED_V1.2.2,CREATE_OR_SUBMIT,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 redpacket.terminate，且资源状态允许“平台终止且不退款”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 id,X-Idempotency-Key,reason,expectedVersion；expectedVersion 必须等于页面最后一次成功读取的服务端版本；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",id;X-Idempotency-Key;reason;expectedVersion,必须二次确认；确认框展示目标、影响、不可逆性、原因、审批要求和将触发的通知,POST /admin-api/v1/red-packet-campaigns/{id}/terminate；请求模型 AdminRedPacketPostRedPacketCampaignsByIdTerminateRequest；响应模型 AdminRedPacketPostRedPacketCampaignsByIdTerminateResponse,expectedVersion 乐观锁 + X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminRedPacketPostRedPacketCampaignsByIdTerminateResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-RP-004-07,ADMIN,ADM-RP-004,红包风险事件,/red-packets/risk,浏览会话和锁定,页面首次进入、下拉刷新、筛选/排序变化或滚动触底时触发；相同查询条件避免并发重复请求,GET /admin-api/v1/red-packet-campaigns/{id}/sessions,adminRedPacketGetRedPacketCampaignsByIdSessions,AdminRedPacketGetRedPacketCampaignsByIdSessionsParameters,redpacket.read,不要求,首屏替换数据，翻页仅追加去重；更新分页、筛选回显、总数/游标和最后刷新时间；空结果进入业务空状态,首屏失败显示全页错误与重试；刷新失败保留旧数据并提示；翻页失败保留已加载数据并提供行内重试；401跳登录或会话升级，403显示无权限，404不适用,ui_action_adm_rp_004_07,REQ-RP-004;REQ-RP-006,TST-RP_004-HAPPY;TST-RP_006-HAPPY,FROZEN_DETAILED_V1.2.2,LIST_QUERY,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面具备读取权限；筛选项按数据范围和角色显示,网络可用；非正在刷新；翻页时 nextCursor/hasNext 为真,"校验 id,page,pageSize,cursor,status,keyword,sort",id;page;pageSize;cursor;status;keyword;sort,不需要,GET /admin-api/v1/red-packet-campaigns/{id}/sessions；请求模型 AdminRedPacketGetRedPacketCampaignsByIdSessionsParameters；响应模型 AdminRedPacketGetRedPacketCampaignsByIdSessionsResponse,同资源单写请求锁；状态机服务端复核,首屏使用骨架屏；刷新保留现有数据；翻页使用列表尾部加载器,GET 可人工重试；网络瞬断最多指数退避自动重试 2 次；筛选变化取消旧请求,留在当前页；点击行/卡片按页面导航规格进入详情,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录必要业务埋点；读取高敏字段时额外记录访问审计,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminRedPacketGetRedPacketCampaignsByIdSessionsResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-RP-004-08,ADMIN,ADM-RP-004,红包风险事件,/red-packets/risk,领取记录,页面首次进入、下拉刷新、筛选/排序变化或滚动触底时触发；相同查询条件避免并发重复请求,GET /admin-api/v1/red-packet-campaigns/{id}/claims,adminRedPacketGetRedPacketCampaignsByIdClaims,AdminRedPacketGetRedPacketCampaignsByIdClaimsParameters,redpacket.read,不要求,首屏替换数据，翻页仅追加去重；更新分页、筛选回显、总数/游标和最后刷新时间；空结果进入业务空状态,首屏失败显示全页错误与重试；刷新失败保留旧数据并提示；翻页失败保留已加载数据并提供行内重试；401跳登录或会话升级，403显示无权限，404不适用,ui_action_adm_rp_004_08,REQ-RP-004;REQ-RP-006,TST-RP_004-HAPPY;TST-RP_006-HAPPY,FROZEN_DETAILED_V1.2.2,LIST_QUERY,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面具备读取权限；筛选项按数据范围和角色显示,网络可用；非正在刷新；翻页时 nextCursor/hasNext 为真,"校验 id,page,pageSize,cursor,status,keyword,sort",id;page;pageSize;cursor;status;keyword;sort,不需要,GET /admin-api/v1/red-packet-campaigns/{id}/claims；请求模型 AdminRedPacketGetRedPacketCampaignsByIdClaimsParameters；响应模型 AdminRedPacketGetRedPacketCampaignsByIdClaimsResponse,同资源单写请求锁；状态机服务端复核,首屏使用骨架屏；刷新保留现有数据；翻页使用列表尾部加载器,GET 可人工重试；网络瞬断最多指数退避自动重试 2 次；筛选变化取消旧请求,留在当前页；点击行/卡片按页面导航规格进入详情,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录必要业务埋点；读取高敏字段时额外记录访问审计,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminRedPacketGetRedPacketCampaignsByIdClaimsResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-PROD-001-01,ADMIN,ADM-PROD-001,商品与SKU,/commerce/products,商品列表,页面首次进入、下拉刷新、筛选/排序变化或滚动触底时触发；相同查询条件避免并发重复请求,GET /admin-api/v1/products,adminProductsGetProducts,AdminProductsGetProductsParameters,product.read,不要求,首屏替换数据，翻页仅追加去重；更新分页、筛选回显、总数/游标和最后刷新时间；空结果进入业务空状态,首屏失败显示全页错误与重试；刷新失败保留旧数据并提示；翻页失败保留已加载数据并提供行内重试；401跳登录或会话升级，403显示无权限，404不适用,ui_action_adm_prod_001_01,REQ-PRODUCT-001,TST-PRODUCT_001-HAPPY,FROZEN_DETAILED_V1.2.2,LIST_QUERY,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面具备读取权限；筛选项按数据范围和角色显示,网络可用；非正在刷新；翻页时 nextCursor/hasNext 为真,"校验 page,pageSize,cursor,status,keyword,sort",page;pageSize;cursor;status;keyword;sort,不需要,GET /admin-api/v1/products；请求模型 AdminProductsGetProductsParameters；响应模型 AdminProductsGetProductsResponse,同资源单写请求锁；状态机服务端复核,首屏使用骨架屏；刷新保留现有数据；翻页使用列表尾部加载器,GET 可人工重试；网络瞬断最多指数退避自动重试 2 次；筛选变化取消旧请求,留在当前页；点击行/卡片按页面导航规格进入详情,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录必要业务埋点；读取高敏字段时额外记录访问审计,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminProductsGetProductsResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-PROD-001-02,ADMIN,ADM-PROD-001,商品与SKU,/commerce/products,创建商品,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,POST /admin-api/v1/products,adminProductsPostProducts,AdminProductsPostProductsRequest,product.write,X-Idempotency-Key必填,使用响应中的资源和 version 更新页面；清除已提交脏状态；展示“创建商品成功”；刷新受影响列表、详情、余额或配置版本,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_adm_prod_001_02,REQ-PRODUCT-001,TST-PRODUCT_001-HAPPY;TST-PRODUCT_001-IDEMPOTENT,FROZEN_DETAILED_V1.2.2,CREATE_OR_SUBMIT,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 product.write，且资源状态允许“创建商品”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 X-Idempotency-Key,productCode,name,productType,description,status；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",X-Idempotency-Key;productCode;name;productType;description;status,必须二次确认；确认框展示目标、影响、不可逆性、原因、审批要求和将触发的通知,POST /admin-api/v1/products；请求模型 AdminProductsPostProductsRequest；响应模型 AdminProductsPostProductsResponse,X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminProductsPostProductsResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-PROD-001-03,ADMIN,ADM-PROD-001,商品与SKU,/commerce/products,修改商品,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,PATCH /admin-api/v1/products/{id},adminProductsPatchProductsById,AdminProductsPatchProductsByIdRequest,product.write,X-Idempotency-Key必填,使用响应中的资源和 version 更新页面；清除已提交脏状态；展示“修改商品成功”；刷新受影响列表、详情、余额或配置版本,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_adm_prod_001_03,REQ-PRODUCT-001,TST-PRODUCT_001-HAPPY;TST-PRODUCT_001-IDEMPOTENT,FROZEN_DETAILED_V1.2.2,UPDATE,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 product.write，且资源状态允许“修改商品”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 id,X-Idempotency-Key,name,description,status,expectedVersion；expectedVersion 必须等于页面最后一次成功读取的服务端版本；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",id;X-Idempotency-Key;name;description;status;expectedVersion,必须二次确认；确认框展示目标、影响、不可逆性、原因、审批要求和将触发的通知,PATCH /admin-api/v1/products/{id}；请求模型 AdminProductsPatchProductsByIdRequest；响应模型 AdminProductsPatchProductsByIdResponse,expectedVersion 乐观锁 + X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminProductsPatchProductsByIdResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-PROD-001-04,ADMIN,ADM-PROD-001,商品与SKU,/commerce/products,SKU列表,页面首次进入、下拉刷新、筛选/排序变化或滚动触底时触发；相同查询条件避免并发重复请求,GET /admin-api/v1/skus,adminProductsGetSkus,AdminProductsGetSkusParameters,product.read,不要求,首屏替换数据，翻页仅追加去重；更新分页、筛选回显、总数/游标和最后刷新时间；空结果进入业务空状态,首屏失败显示全页错误与重试；刷新失败保留旧数据并提示；翻页失败保留已加载数据并提供行内重试；401跳登录或会话升级，403显示无权限，404不适用,ui_action_adm_prod_001_04,REQ-PRODUCT-001,TST-PRODUCT_001-HAPPY,FROZEN_DETAILED_V1.2.2,LIST_QUERY,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面具备读取权限；筛选项按数据范围和角色显示,网络可用；非正在刷新；翻页时 nextCursor/hasNext 为真,"校验 page,pageSize,cursor,status,keyword,sort",page;pageSize;cursor;status;keyword;sort,不需要,GET /admin-api/v1/skus；请求模型 AdminProductsGetSkusParameters；响应模型 AdminProductsGetSkusResponse,同资源单写请求锁；状态机服务端复核,首屏使用骨架屏；刷新保留现有数据；翻页使用列表尾部加载器,GET 可人工重试；网络瞬断最多指数退避自动重试 2 次；筛选变化取消旧请求,留在当前页；点击行/卡片按页面导航规格进入详情,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录必要业务埋点；读取高敏字段时额外记录访问审计,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminProductsGetSkusResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-PROD-001-05,ADMIN,ADM-PROD-001,商品与SKU,/commerce/products,创建SKU,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,POST /admin-api/v1/skus,adminProductsPostSkus,AdminProductsPostSkusRequest,product.write,X-Idempotency-Key必填,使用响应中的资源和 version 更新页面；清除已提交脏状态；展示“创建SKU成功”；刷新受影响列表、详情、余额或配置版本,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_adm_prod_001_05,REQ-PRODUCT-001,TST-PRODUCT_001-HAPPY;TST-PRODUCT_001-IDEMPOTENT,FROZEN_DETAILED_V1.2.2,CREATE_OR_SUBMIT,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 product.write，且资源状态允许“创建SKU”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 X-Idempotency-Key,productId,skuCode,name,priceCent,durationDays,benefits,status；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",X-Idempotency-Key;productId;skuCode;name;priceCent;durationDays;benefits;status,金额、权益或发布范围变化时二次确认；普通可撤销保存不需要,POST /admin-api/v1/skus；请求模型 AdminProductsPostSkusRequest；响应模型 AdminProductsPostSkusResponse,X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminProductsPostSkusResponse,READY_FOR_IMPLEMENTATION
