领域,表名,字段顺序,字段名,建议类型,可空,默认值,索引建议,约束来源,计划版本,成熟度
内容,content_reports,1,id,bigint,否,generated,PRIMARY KEY,状态索引,R06-R13,FROZEN
内容,content_reports,2,reporter_id,bigint,否,,INDEX,状态索引,R06-R13,FROZEN
内容,content_reports,3,content_id,bigint,是,,INDEX,状态索引,R06-R13,FROZEN
内容,content_reports,4,type,varchar(64),是,,,状态索引,R06-R13,FROZEN
内容,content_reports,5,description,text,是,,,状态索引,R06-R13,FROZEN
内容,content_reports,6,status,varchar(64),否,,,状态索引,R06-R13,FROZEN
内容,content_reports,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R06-R13,FROZEN
内容,content_reports,8,updated_at,timestamptz,否,now(),,统一审计字段,R06-R13,FROZEN
内容,content_appeals,1,id,bigint,否,generated,PRIMARY KEY,关联审核,R06-R13,FROZEN
内容,content_appeals,2,content_id,bigint,否,,INDEX,关联审核,R06-R13,FROZEN
内容,content_appeals,3,owner_id,bigint,是,,INDEX,关联审核,R06-R13,FROZEN
内容,content_appeals,4,review_record_id,bigint,是,,INDEX,关联审核,R06-R13,FROZEN
内容,content_appeals,5,status,varchar(64),否,,,关联审核,R06-R13,FROZEN
内容,content_appeals,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R06-R13,FROZEN
内容,content_appeals,7,updated_at,timestamptz,否,now(),,统一审计字段,R06-R13,FROZEN
内容,publisher_follows,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R06-R13,FROZEN
内容,publisher_follows,2,user_id,bigint,否,,INDEX,唯一,R06-R13,FROZEN
内容,publisher_follows,3,publisher_id,bigint,否,,INDEX,唯一,R06-R13,FROZEN
内容,publisher_follows,4,created_at,timestamptz,否,now(),INDEX,统一审计字段,R06-R13,FROZEN
内容,publisher_follows,5,updated_at,timestamptz,否,now(),,统一审计字段,R06-R13,FROZEN
搜索,search_histories,1,id,bigint,否,generated,PRIMARY KEY,用户时间索引,R07,FROZEN
搜索,search_histories,2,user_id,bigint,否,,INDEX,用户时间索引,R07,FROZEN
搜索,search_histories,3,keyword,varchar(255),是,,,用户时间索引,R07,FROZEN
搜索,search_histories,4,created_at,timestamptz,否,now(),INDEX,用户时间索引,R07,FROZEN
搜索,search_histories,5,updated_at,timestamptz,否,now(),,统一审计字段,R07,FROZEN
搜索,hot_search_terms,1,id,bigint,否,generated,PRIMARY KEY,后台配置,R07,FROZEN
搜索,hot_search_terms,2,keyword,varchar(255),否,,,后台配置,R07,FROZEN
搜索,hot_search_terms,3,weight,integer,是,,,后台配置,R07,FROZEN
搜索,hot_search_terms,4,enabled,boolean,否,false,,后台配置,R07,FROZEN
搜索,hot_search_terms,5,starts_at,timestamptz,是,,INDEX,后台配置,R07,FROZEN
搜索,hot_search_terms,6,ends_at,timestamptz,是,,INDEX,后台配置,R07,FROZEN
搜索,hot_search_terms,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R07,FROZEN
搜索,hot_search_terms,8,updated_at,timestamptz,否,now(),,统一审计字段,R07,FROZEN
聊天,conversations,1,id,bigint,否,generated,PRIMARY KEY,首版仅direct,R14,FROZEN
聊天,conversations,2,type,varchar(64),否,,,首版仅direct,R14,FROZEN
聊天,conversations,3,last_message_id,bigint,是,,INDEX,首版仅direct,R14,FROZEN
聊天,conversations,4,last_message_at,timestamptz,是,,INDEX,首版仅direct,R14,FROZEN
聊天,conversations,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R14,FROZEN
聊天,conversations,6,updated_at,timestamptz,否,now(),,统一审计字段,R14,FROZEN
聊天,conversation_members,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R14,FROZEN
聊天,conversation_members,2,conversation_id,bigint,否,,INDEX,会话+用户唯一,R14,FROZEN
聊天,conversation_members,3,user_id,bigint,否,,INDEX,会话+用户唯一,R14,FROZEN
聊天,conversation_members,4,unread_count,integer,是,,,会话+用户唯一,R14,FROZEN
聊天,conversation_members,5,last_read_message_id,bigint,是,,INDEX,会话+用户唯一,R14,FROZEN
聊天,conversation_members,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R14,FROZEN
聊天,conversation_members,7,updated_at,timestamptz,否,now(),,统一审计字段,R14,FROZEN
聊天,chat_messages,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R14,FROZEN
聊天,chat_messages,2,conversation_id,bigint,否,,INDEX,发送者+client_msg_id唯一,R14,FROZEN
聊天,chat_messages,3,sender_id,bigint,否,,INDEX,发送者+client_msg_id唯一,R14,FROZEN
聊天,chat_messages,4,type,varchar(64),是,,,发送者+client_msg_id唯一,R14,FROZEN
聊天,chat_messages,5,body_json,jsonb,是,,,发送者+client_msg_id唯一,R14,FROZEN
聊天,chat_messages,6,status,varchar(64),否,,,发送者+client_msg_id唯一,R14,FROZEN
聊天,chat_messages,7,client_msg_id,bigint,是,,INDEX,发送者+client_msg_id唯一,R14,FROZEN
聊天,chat_messages,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R14,FROZEN
聊天,chat_messages,9,updated_at,timestamptz,否,now(),,统一审计字段,R14,FROZEN
聊天,chat_message_attachments,1,id,bigint,否,generated,PRIMARY KEY,私有媒体,R14,FROZEN
聊天,chat_message_attachments,2,message_id,bigint,否,,INDEX,私有媒体,R14,FROZEN
聊天,chat_message_attachments,3,media_id,bigint,是,,INDEX,私有媒体,R14,FROZEN
聊天,chat_message_attachments,4,sort_order,integer,是,,,私有媒体,R14,FROZEN
聊天,chat_message_attachments,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R14,FROZEN
聊天,chat_message_attachments,6,updated_at,timestamptz,否,now(),,统一审计字段,R14,FROZEN
聊天,chat_read_receipts,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R14,FROZEN
聊天,chat_read_receipts,2,message_id,bigint,否,,INDEX,消息+用户唯一,R14,FROZEN
聊天,chat_read_receipts,3,user_id,bigint,否,,INDEX,消息+用户唯一,R14,FROZEN
聊天,chat_read_receipts,4,read_at,timestamptz,是,,INDEX,消息+用户唯一,R14,FROZEN
聊天,chat_read_receipts,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R14,FROZEN
聊天,chat_read_receipts,6,updated_at,timestamptz,否,now(),,统一审计字段,R14,FROZEN
聊天,user_blocks,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R14,FROZEN
聊天,user_blocks,2,user_id,bigint,否,,INDEX,唯一,R14,FROZEN
聊天,user_blocks,3,blocked_user_id,bigint,否,,INDEX,唯一,R14,FROZEN
聊天,user_blocks,4,reason,text,是,,,唯一,R14,FROZEN
聊天,user_blocks,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R14,FROZEN
聊天,user_blocks,6,updated_at,timestamptz,否,now(),,统一审计字段,R14,FROZEN
聊天,chat_reports,1,id,bigint,否,generated,PRIMARY KEY,证据,R14,FROZEN
聊天,chat_reports,2,reporter_id,bigint,否,,INDEX,证据,R14,FROZEN
聊天,chat_reports,3,target_user_id,bigint,是,,INDEX,证据,R14,FROZEN
聊天,chat_reports,4,conversation_id,bigint,是,,INDEX,证据,R14,FROZEN
聊天,chat_reports,5,message_ids,jsonb,是,,,证据,R14,FROZEN
聊天,chat_reports,6,status,varchar(64),否,,,证据,R14,FROZEN
聊天,chat_reports,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R14,FROZEN
聊天,chat_reports,8,updated_at,timestamptz,否,now(),,统一审计字段,R14,FROZEN
通知,notifications,1,id,bigint,否,generated,PRIMARY KEY,用户+时间索引,R15,FROZEN
通知,notifications,2,user_id,bigint,否,,INDEX,用户+时间索引,R15,FROZEN
通知,notifications,3,type,varchar(64),是,,,用户+时间索引,R15,FROZEN
通知,notifications,4,title,varchar(255),是,,,用户+时间索引,R15,FROZEN
通知,notifications,5,body,text,是,,,用户+时间索引,R15,FROZEN
通知,notifications,6,biz_type,varchar(255),是,,,用户+时间索引,R15,FROZEN
通知,notifications,7,biz_id,bigint,是,,INDEX,用户+时间索引,R15,FROZEN
通知,notifications,8,read_at,timestamptz,是,,INDEX,用户+时间索引,R15,FROZEN
通知,notifications,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R15,FROZEN
通知,notifications,10,updated_at,timestamptz,否,now(),,统一审计字段,R15,FROZEN
通知,notification_templates,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R15,FROZEN
通知,notification_templates,2,code,varchar(64),否,,,code唯一,R15,FROZEN
通知,notification_templates,3,channel,varchar(64),否,,,code唯一,R15,FROZEN
通知,notification_templates,4,template,varchar(255),是,,,code唯一,R15,FROZEN
通知,notification_templates,5,enabled,boolean,否,false,,code唯一,R15,FROZEN
通知,notification_templates,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R15,FROZEN
通知,notification_templates,7,updated_at,timestamptz,否,now(),,统一审计字段,R15,FROZEN
通知,notification_deliveries,1,id,bigint,否,generated,PRIMARY KEY,重试,R15,FROZEN
通知,notification_deliveries,2,notification_id,bigint,否,,INDEX,重试,R15,FROZEN
通知,notification_deliveries,3,channel,varchar(64),是,,,重试,R15,FROZEN
通知,notification_deliveries,4,status,varchar(64),否,,,重试,R15,FROZEN
通知,notification_deliveries,5,provider_msg_id,varchar(128),是,,INDEX,重试,R15,FROZEN
通知,notification_deliveries,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R15,FROZEN
通知,notification_deliveries,7,updated_at,timestamptz,否,now(),,统一审计字段,R15,FROZEN
通知,push_tokens,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R15,FROZEN
通知,push_tokens,2,user_id,bigint,否,,INDEX,token唯一,R15,FROZEN
通知,push_tokens,3,device_id,bigint,否,,INDEX,token唯一,R15,FROZEN
通知,push_tokens,4,provider,varchar(255),是,,,token唯一,R15,FROZEN
通知,push_tokens,5,token,varchar(255),是,,,token唯一,R15,FROZEN
通知,push_tokens,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R15,FROZEN
通知,push_tokens,7,updated_at,timestamptz,否,now(),,统一审计字段,R15,FROZEN
通知,announcements,1,id,bigint,否,generated,PRIMARY KEY,CMS,R15,FROZEN
通知,announcements,2,title,varchar(255),否,,,CMS,R15,FROZEN
通知,announcements,3,content,text,是,,,CMS,R15,FROZEN
通知,announcements,4,status,varchar(64),否,,,CMS,R15,FROZEN
通知,announcements,5,published_at,timestamptz,是,,INDEX,CMS,R15,FROZEN
通知,announcements,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R15,FROZEN
通知,announcements,7,updated_at,timestamptz,否,now(),,统一审计字段,R15,FROZEN
通知,announcement_reads,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R15,FROZEN
通知,announcement_reads,2,announcement_id,bigint,否,,INDEX,唯一,R15,FROZEN
通知,announcement_reads,3,user_id,bigint,否,,INDEX,唯一,R15,FROZEN
通知,announcement_reads,4,read_at,timestamptz,是,,INDEX,唯一,R15,FROZEN
通知,announcement_reads,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R15,FROZEN
通知,announcement_reads,6,updated_at,timestamptz,否,now(),,统一审计字段,R15,FROZEN
商品,products,1,id,bigint,否,generated,PRIMARY KEY,商品类型,R16,FROZEN
商品,products,2,type,varchar(64),否,,,商品类型,R16,FROZEN
商品,products,3,name,varchar(255),是,,,商品类型,R16,FROZEN
商品,products,4,status,varchar(64),否,,,商品类型,R16,FROZEN
商品,products,5,display_order,integer,是,,,商品类型,R16,FROZEN
商品,products,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R16,FROZEN
商品,products,7,updated_at,timestamptz,否,now(),,统一审计字段,R16,FROZEN
商品,product_skus,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R16,FROZEN
商品,product_skus,2,product_id,bigint,否,,INDEX,code唯一,R16,FROZEN
商品,product_skus,3,code,varchar(64),否,,,code唯一,R16,FROZEN
商品,product_skus,4,price_cent,bigint,是,,,code唯一,R16,FROZEN
商品,product_skus,5,duration,integer,是,,,code唯一,R16,FROZEN
商品,product_skus,6,attributes_json,jsonb,是,,,code唯一,R16,FROZEN
商品,product_skus,7,status,varchar(64),否,,,code唯一,R16,FROZEN
商品,product_skus,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R16,FROZEN
商品,product_skus,9,updated_at,timestamptz,否,now(),,统一审计字段,R16,FROZEN
商品,sku_commission_policies,1,id,bigint,否,generated,PRIMARY KEY,版本快照,R16,FROZEN
商品,sku_commission_policies,2,sku_id,bigint,否,,INDEX,版本快照,R16,FROZEN
商品,sku_commission_policies,3,level1_bps,integer,是,,,版本快照,R16,FROZEN
商品,sku_commission_policies,4,level2_bps,integer,是,,,版本快照,R16,FROZEN
商品,sku_commission_policies,5,enabled,boolean,否,false,,版本快照,R16,FROZEN
商品,sku_commission_policies,6,version,bigint,否,0,,版本快照,R16,FROZEN
商品,sku_commission_policies,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R16,FROZEN
商品,sku_commission_policies,8,updated_at,timestamptz,否,now(),,统一审计字段,R16,FROZEN
商品,coupons,1,id,bigint,否,generated,PRIMARY KEY,可选模块,R16,FROZEN
商品,coupons,2,code,varchar(64),否,,,可选模块,R16,FROZEN
商品,coupons,3,discount_type,integer,是,,,可选模块,R16,FROZEN
商品,coupons,4,value,bigint,是,,,可选模块,R16,FROZEN
商品,coupons,5,scope,varchar(64),是,,,可选模块,R16,FROZEN
商品,coupons,6,validity,varchar(255),是,,,可选模块,R16,FROZEN
商品,coupons,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R16,FROZEN
商品,coupons,8,updated_at,timestamptz,否,now(),,统一审计字段,R16,FROZEN
商品,user_coupons,1,id,bigint,否,generated,PRIMARY KEY,状态,R16,FROZEN
商品,user_coupons,2,user_id,bigint,否,,INDEX,状态,R16,FROZEN
商品,user_coupons,3,coupon_id,bigint,是,,INDEX,状态,R16,FROZEN
商品,user_coupons,4,status,varchar(64),否,,,状态,R16,FROZEN
商品,user_coupons,5,expires_at,timestamptz,是,,INDEX,状态,R16,FROZEN
商品,user_coupons,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R16,FROZEN
商品,user_coupons,7,updated_at,timestamptz,否,now(),,统一审计字段,R16,FROZEN
订单,orders,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R16,FROZEN
订单,orders,2,order_no,varchar(255),否,,,order_no唯一,R16,FROZEN
订单,orders,3,user_id,bigint,否,,INDEX,order_no唯一,R16,FROZEN
订单,orders,4,biz_type,varchar(255),是,,,order_no唯一,R16,FROZEN
订单,orders,5,biz_id,bigint,是,,INDEX,order_no唯一,R16,FROZEN
订单,orders,6,amount_cent,bigint,是,,,order_no唯一,R16,FROZEN
订单,orders,7,status,varchar(64),否,,,order_no唯一,R16,FROZEN
订单,orders,8,version,bigint,否,0,,乐观锁,R16,FROZEN
订单,orders,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R16,FROZEN
订单,orders,10,updated_at,timestamptz,否,now(),,统一审计字段,R16,FROZEN
订单,order_items,1,id,bigint,否,generated,PRIMARY KEY,快照,R16,FROZEN
订单,order_items,2,order_id,bigint,否,,INDEX,快照,R16,FROZEN
订单,order_items,3,sku_id,bigint,是,,INDEX,快照,R16,FROZEN
订单,order_items,4,quantity,integer,是,,,快照,R16,FROZEN
订单,order_items,5,unit_price,bigint,是,,,快照,R16,FROZEN
订单,order_items,6,snapshot_json,jsonb,是,,,快照,R16,FROZEN
订单,order_items,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R16,FROZEN
订单,order_items,8,updated_at,timestamptz,否,now(),,统一审计字段,R16,FROZEN
订单,order_price_snapshots,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R16,FROZEN
订单,order_price_snapshots,2,order_id,bigint,否,,INDEX,order唯一,R16,FROZEN
订单,order_price_snapshots,3,original,bigint,否,,,order唯一,R16,FROZEN
订单,order_price_snapshots,4,discount,bigint,是,,,order唯一,R16,FROZEN
订单,order_price_snapshots,5,service_fee,bigint,是,,,order唯一,R16,FROZEN
订单,order_price_snapshots,6,payable,bigint,是,,,order唯一,R16,FROZEN
订单,order_price_snapshots,7,rule_versions,varchar(255),是,,,order唯一,R16,FROZEN
订单,order_price_snapshots,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R16,FROZEN
订单,order_price_snapshots,9,updated_at,timestamptz,否,now(),,统一审计字段,R16,FROZEN
支付,payment_transactions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R17,FROZEN
支付,payment_transactions,2,order_id,bigint,否,,INDEX,provider_trade_no唯一,R17,FROZEN
支付,payment_transactions,3,gateway,varchar(255),否,,,provider_trade_no唯一,R17,FROZEN
支付,payment_transactions,4,channel,varchar(64),是,,,provider_trade_no唯一,R17,FROZEN
支付,payment_transactions,5,provider_trade_no,varchar(128),是,,,provider_trade_no唯一,R17,FROZEN
支付,payment_transactions,6,amount,bigint,是,,,provider_trade_no唯一,R17,FROZEN
支付,payment_transactions,7,status,varchar(64),否,,,provider_trade_no唯一,R17,FROZEN
支付,payment_transactions,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R17,FROZEN
支付,payment_transactions,9,updated_at,timestamptz,否,now(),,统一审计字段,R17,FROZEN
支付,payment_callbacks,1,id,bigint,否,generated,PRIMARY KEY,幂等,R17,FROZEN
支付,payment_callbacks,2,gateway,varchar(255),否,,,幂等,R17,FROZEN
支付,payment_callbacks,3,provider_trade_no,varchar(128),是,,,幂等,R17,FROZEN
支付,payment_callbacks,4,payload_cipher,varchar(255),是,,,幂等,R17,FROZEN
支付,payment_callbacks,5,signature_valid,boolean,是,,,幂等,R17,FROZEN
支付,payment_callbacks,6,processed,boolean,是,,,幂等,R17,FROZEN
支付,payment_callbacks,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R17,FROZEN
支付,payment_exception_orders,1,id,bigint,否,generated,PRIMARY KEY,双人复核,R17,FROZEN
支付,payment_exception_orders,2,order_id,bigint,否,,INDEX,双人复核,R17,FROZEN
支付,payment_exception_orders,3,type,varchar(64),是,,,双人复核,R17,FROZEN
支付,payment_exception_orders,4,status,varchar(64),否,,,双人复核,R17,FROZEN
支付,payment_exception_orders,5,resolution,varchar(255),是,,,双人复核,R17,FROZEN
支付,payment_exception_orders,6,version,bigint,否,0,,乐观锁,R17,FROZEN
支付,payment_exception_orders,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R17,FROZEN
支付,payment_exception_orders,8,updated_at,timestamptz,否,now(),,统一审计字段,R17,FROZEN
支付,payment_reconciliation_records,1,id,bigint,否,generated,PRIMARY KEY,日期+网关,R17,FROZEN
支付,payment_reconciliation_records,2,recon_date,date,否,,,日期+网关,R17,FROZEN
支付,payment_reconciliation_records,3,gateway,varchar(255),是,,,日期+网关,R17,FROZEN
支付,payment_reconciliation_records,4,result,jsonb,是,,,日期+网关,R17,FROZEN
支付,payment_reconciliation_records,5,diff_json,jsonb,是,,,日期+网关,R17,FROZEN
支付,payment_reconciliation_records,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R17,FROZEN
会员,membership_plans,1,id,bigint,否,generated,PRIMARY KEY,统一Pro,R18,FROZEN
会员,membership_plans,2,code,varchar(64),否,,,统一Pro,R18,FROZEN
会员,membership_plans,3,name,varchar(255),是,,,统一Pro,R18,FROZEN
会员,membership_plans,4,public_badge,varchar(255),是,,,统一Pro,R18,FROZEN
会员,membership_plans,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R18,FROZEN
会员,membership_plans,6,updated_at,timestamptz,否,now(),,统一审计字段,R18,FROZEN
会员,membership_skus,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R18,FROZEN
会员,membership_skus,2,plan_id,bigint,否,,INDEX,sku唯一,R18,FROZEN
会员,membership_skus,3,sku_id,bigint,否,,INDEX,sku唯一,R18,FROZEN
会员,membership_skus,4,term_type,varchar(255),是,,,sku唯一,R18,FROZEN
会员,membership_skus,5,term_seconds,varchar(255),是,,,sku唯一,R18,FROZEN
会员,membership_skus,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R18,FROZEN
会员,membership_skus,7,updated_at,timestamptz,否,now(),,统一审计字段,R18,FROZEN
会员,membership_benefits,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R18,FROZEN
会员,membership_benefits,2,code,varchar(64),否,,,code唯一,R18,FROZEN
会员,membership_benefits,3,value_type,bigint,否,,,code唯一,R18,FROZEN
会员,membership_benefits,4,description,text,是,,,code唯一,R18,FROZEN
会员,membership_benefits,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R18,FROZEN
会员,membership_benefits,6,updated_at,timestamptz,否,now(),,统一审计字段,R18,FROZEN
会员,membership_sku_benefits,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R18,FROZEN
会员,membership_sku_benefits,2,membership_sku_id,bigint,否,,INDEX,组合唯一,R18,FROZEN
会员,membership_sku_benefits,3,benefit_id,bigint,否,,INDEX,组合唯一,R18,FROZEN
会员,membership_sku_benefits,4,value_json,jsonb,是,,,组合唯一,R18,FROZEN
会员,membership_sku_benefits,5,enabled,boolean,否,false,,组合唯一,R18,FROZEN
会员,membership_sku_benefits,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R18,FROZEN
会员,membership_sku_benefits,7,updated_at,timestamptz,否,now(),,统一审计字段,R18,FROZEN
会员,user_memberships,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R18,FROZEN
会员,user_memberships,2,user_id,bigint,否,,INDEX,user唯一当前,R18,FROZEN
会员,user_memberships,3,plan_id,bigint,否,,INDEX,user唯一当前,R18,FROZEN
会员,user_memberships,4,status,varchar(64),否,,,user唯一当前,R18,FROZEN
会员,user_memberships,5,starts_at,timestamptz,是,,INDEX,user唯一当前,R18,FROZEN
会员,user_memberships,6,ends_at,timestamptz,是,,INDEX,user唯一当前,R18,FROZEN
会员,user_memberships,7,version,bigint,否,0,,乐观锁,R18,FROZEN
会员,user_memberships,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R18,FROZEN
会员,user_memberships,9,updated_at,timestamptz,否,now(),,统一审计字段,R18,FROZEN
会员,membership_entitlement_segments,1,id,bigint,否,generated,PRIMARY KEY,升级计算,R18,FROZEN
会员,membership_entitlement_segments,2,user_id,bigint,否,,INDEX,升级计算,R18,FROZEN
会员,membership_entitlement_segments,3,source_order_id,bigint,是,,INDEX,升级计算,R18,FROZEN
会员,membership_entitlement_segments,4,type,varchar(64),是,,,升级计算,R18,FROZEN
会员,membership_entitlement_segments,5,paid_amount,bigint,是,,,升级计算,R18,FROZEN
会员,membership_entitlement_segments,6,starts_at,timestamptz,是,,INDEX,升级计算,R18,FROZEN
会员,membership_entitlement_segments,7,ends_at,timestamptz,是,,INDEX,升级计算,R18,FROZEN
会员,membership_entitlement_segments,8,consumed,bigint,是,,,升级计算,R18,FROZEN
会员,membership_entitlement_segments,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R18,FROZEN
会员,membership_entitlement_segments,10,updated_at,timestamptz,否,now(),,统一审计字段,R18,FROZEN
会员,membership_benefit_snapshots,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R18,FROZEN
会员,membership_benefit_snapshots,2,order_id,bigint,否,,INDEX,订单唯一,R18,FROZEN
会员,membership_benefit_snapshots,3,benefits_json,jsonb,否,'{}'::jsonb,,订单唯一,R18,FROZEN
会员,membership_benefit_snapshots,4,reward_matrix_json,jsonb,是,,,订单唯一,R18,FROZEN
会员,membership_benefit_snapshots,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R18,FROZEN
会员,membership_benefit_snapshots,6,updated_at,timestamptz,否,now(),,统一审计字段,R18,FROZEN
会员,membership_upgrade_quotes,1,id,bigint,否,generated,PRIMARY KEY,短期报价,R18,FROZEN
会员,membership_upgrade_quotes,2,user_id,bigint,否,,INDEX,短期报价,R18,FROZEN
会员,membership_upgrade_quotes,3,target_sku_id,bigint,是,,INDEX,短期报价,R18,FROZEN
会员,membership_upgrade_quotes,4,remaining_value,bigint,是,,,短期报价,R18,FROZEN
会员,membership_upgrade_quotes,5,payable,bigint,是,,,短期报价,R18,FROZEN
会员,membership_upgrade_quotes,6,expires_at,timestamptz,是,,INDEX,短期报价,R18,FROZEN
会员,membership_upgrade_quotes,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R18,FROZEN
会员,membership_upgrade_quotes,8,updated_at,timestamptz,否,now(),,统一审计字段,R18,FROZEN
会员,membership_value_conversions,1,id,bigint,否,generated,PRIMARY KEY,审计,R18,FROZEN
会员,membership_value_conversions,2,upgrade_order_id,bigint,否,,INDEX,审计,R18,FROZEN
会员,membership_value_conversions,3,source_segment_id,bigint,是,,INDEX,审计,R18,FROZEN
会员,membership_value_conversions,4,converted_value,bigint,是,,,审计,R18,FROZEN
会员,membership_value_conversions,5,extra_seconds,varchar(255),是,,,审计,R18,FROZEN
会员,membership_value_conversions,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R18,FROZEN
道具,prop_products,1,id,bigint,否,generated,PRIMARY KEY,四种,R19,FROZEN
道具,prop_products,2,type,varchar(64),否,,,四种,R19,FROZEN
道具,prop_products,3,name,varchar(255),是,,,四种,R19,FROZEN
道具,prop_products,4,duration_seconds,varchar(255),是,,,四种,R19,FROZEN
道具,prop_products,5,execution_type,varchar(255),是,,,四种,R19,FROZEN
道具,prop_products,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R19,FROZEN
道具,prop_products,7,updated_at,timestamptz,否,now(),,统一审计字段,R19,FROZEN
道具,prop_skus,1,id,bigint,否,generated,PRIMARY KEY,价格来自SKU,R19,FROZEN
道具,prop_skus,2,prop_id,bigint,否,,INDEX,价格来自SKU,R19,FROZEN
道具,prop_skus,3,product_sku_id,bigint,是,,INDEX,价格来自SKU,R19,FROZEN
道具,prop_skus,4,scope_json,jsonb,是,,,价格来自SKU,R19,FROZEN
道具,prop_skus,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R19,FROZEN
道具,prop_skus,6,updated_at,timestamptz,否,now(),,统一审计字段,R19,FROZEN
道具,user_props,1,id,bigint,否,generated,PRIMARY KEY,库存,R19,FROZEN
道具,user_props,2,user_id,bigint,否,,INDEX,库存,R19,FROZEN
道具,user_props,3,prop_sku_id,bigint,是,,INDEX,库存,R19,FROZEN
道具,user_props,4,status,varchar(64),否,,,库存,R19,FROZEN
道具,user_props,5,acquired_order_id,bigint,是,,INDEX,库存,R19,FROZEN
道具,user_props,6,expires_at,timestamptz,是,,INDEX,库存,R19,FROZEN
道具,user_props,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R19,FROZEN
道具,user_props,8,updated_at,timestamptz,否,now(),,统一审计字段,R19,FROZEN
道具,content_exposure_entitlements,1,id,bigint,否,generated,PRIMARY KEY,置顶/头条/变色,R19,FROZEN
道具,content_exposure_entitlements,2,content_id,bigint,否,,INDEX,置顶/头条/变色,R19,FROZEN
道具,content_exposure_entitlements,3,type,varchar(64),是,,,置顶/头条/变色,R19,FROZEN
道具,content_exposure_entitlements,4,starts_at,timestamptz,是,,INDEX,置顶/头条/变色,R19,FROZEN
道具,content_exposure_entitlements,5,ends_at,timestamptz,是,,INDEX,置顶/头条/变色,R19,FROZEN
道具,content_exposure_entitlements,6,status,varchar(64),否,,,置顶/头条/变色,R19,FROZEN
道具,content_exposure_entitlements,7,version,bigint,否,0,,乐观锁,R19,FROZEN
道具,content_exposure_entitlements,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R19,FROZEN
道具,content_exposure_entitlements,9,updated_at,timestamptz,否,now(),,统一审计字段,R19,FROZEN
道具,content_refresh_records,1,id,bigint,否,generated,PRIMARY KEY,审计,R19,FROZEN
道具,content_refresh_records,2,content_id,bigint,否,,INDEX,审计,R19,FROZEN
