契约类型,契约标识,operationId,计划版本,成熟度,安全模型,请求Schema,响应Schema,幂等,UI/系统所有者,事实源,事实源SHA256,冻结日期,变更策略
CLIENT_API,POST /api/v1/notifications/{id}/read,notificationPostNotificationsByIdRead,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",NotificationPostNotificationsByIdReadRequest,NotificationPostNotificationsByIdReadResponse,是,SCR-NOTICE-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/notifications/read-all,notificationPostNotificationsReadAll,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",NotificationPostNotificationsReadAllRequest,NotificationPostNotificationsReadAllResponse,是,SCR-NOTICE-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/announcements,notificationGetAnnouncements,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",NotificationGetAnnouncementsParameters,NotificationGetAnnouncementsResponse,否,SCR-ANN-001;SCR-MSG-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/announcements/{id},notificationGetAnnouncementsById,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",NotificationGetAnnouncementsByIdParameters,NotificationGetAnnouncementsByIdResponse,否,SCR-ANN-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/membership/skus,membershipGetMembershipSkus,R18,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",MembershipGetMembershipSkusParameters,MembershipGetMembershipSkusResponse,否,SCR-MEMBER-001;SCR-MEMBER-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/membership,membershipGetMeMembership,R18,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",MembershipGetMeMembershipParameters,MembershipGetMeMembershipResponse,否,SCR-ME-001;SCR-MEMBER-001;SCR-MEMBER-004,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/membership/orders,membershipPostMembershipOrders,R18,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",MembershipPostMembershipOrdersRequest,MembershipPostMembershipOrdersResponse,是,SCR-MEMBER-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/membership/upgrade-quotes,membershipPostMembershipUpgradeQuotes,R18,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",MembershipPostMembershipUpgradeQuotesRequest,MembershipPostMembershipUpgradeQuotesResponse,是,SCR-MEMBER-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/membership/upgrade-orders,membershipPostMembershipUpgradeOrders,R18,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",MembershipPostMembershipUpgradeOrdersRequest,MembershipPostMembershipUpgradeOrdersResponse,是,SCR-MEMBER-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/props/store,propGetPropsStore,R19,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",PropGetPropsStoreParameters,PropGetPropsStoreResponse,否,SCR-PROP-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/props,propGetMeProps,R19,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",PropGetMePropsParameters,PropGetMePropsResponse,否,SCR-PROP-002;SCR-PROP-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/props/orders,propPostPropsOrders,R19,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",PropPostPropsOrdersRequest,PropPostPropsOrdersResponse,是,SCR-PROP-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/me/props/{id}/use,propPostMePropsByIdUse,R19,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",PropPostMePropsByIdUseRequest,PropPostMePropsByIdUseResponse,是,SCR-PROP-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/red-packet-campaigns,redPacketGetRedPacketCampaigns,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketGetRedPacketCampaignsParameters,RedPacketGetRedPacketCampaignsResponse,否,SCR-RP-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-campaigns,redPacketPostRedPacketCampaigns,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketCampaignsRequest,RedPacketPostRedPacketCampaignsResponse,是,SCR-RP-ADV-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/red-packet-campaigns/{id},redPacketGetRedPacketCampaignsById,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketGetRedPacketCampaignsByIdParameters,RedPacketGetRedPacketCampaignsByIdResponse,否,SCR-RP-002;SCR-RP-ADV-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,PATCH /api/v1/red-packet-campaigns/{id},redPacketPatchRedPacketCampaignsById,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPatchRedPacketCampaignsByIdRequest,RedPacketPatchRedPacketCampaignsByIdResponse,是,SCR-RP-ADV-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-campaigns/{id}/submit-review,redPacketPostRedPacketCampaignsByIdSubmitReview,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketCampaignsByIdSubmitReviewRequest,RedPacketPostRedPacketCampaignsByIdSubmitReviewResponse,是,SCR-RP-ADV-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-campaigns/{id}/quote,redPacketPostRedPacketCampaignsByIdQuote,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketCampaignsByIdQuoteRequest,RedPacketPostRedPacketCampaignsByIdQuoteResponse,是,SCR-RP-ADV-004,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-campaigns/{id}/orders,redPacketPostRedPacketCampaignsByIdOrders,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketCampaignsByIdOrdersRequest,RedPacketPostRedPacketCampaignsByIdOrdersResponse,是,SCR-RP-ADV-004,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-campaigns/{id}/pause,redPacketPostRedPacketCampaignsByIdPause,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketCampaignsByIdPauseRequest,RedPacketPostRedPacketCampaignsByIdPauseResponse,是,SCR-RP-ADV-005,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-campaigns/{id}/resume,redPacketPostRedPacketCampaignsByIdResume,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketCampaignsByIdResumeRequest,RedPacketPostRedPacketCampaignsByIdResumeResponse,是,SCR-RP-ADV-005,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-campaigns/{id}/close,redPacketPostRedPacketCampaignsByIdClose,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketCampaignsByIdCloseRequest,RedPacketPostRedPacketCampaignsByIdCloseResponse,是,SCR-RP-ADV-005,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-campaigns/{id}/increase-quotes,redPacketPostRedPacketCampaignsByIdIncreaseQuotes,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketCampaignsByIdIncreaseQuotesRequest,RedPacketPostRedPacketCampaignsByIdIncreaseQuotesResponse,是,SCR-RP-ADV-006,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-campaigns/{id}/increase-orders,redPacketPostRedPacketCampaignsByIdIncreaseOrders,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketCampaignsByIdIncreaseOrdersRequest,RedPacketPostRedPacketCampaignsByIdIncreaseOrdersResponse,是,SCR-RP-ADV-006,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/red-packet-campaigns,redPacketGetMeRedPacketCampaigns,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketGetMeRedPacketCampaignsParameters,RedPacketGetMeRedPacketCampaignsResponse,否,SCR-RP-ADV-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/red-packet-campaigns/{id}/analytics,redPacketGetMeRedPacketCampaignsByIdAnalytics,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketGetMeRedPacketCampaignsByIdAnalyticsParameters,RedPacketGetMeRedPacketCampaignsByIdAnalyticsResponse,否,SCR-RP-ADV-005,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-campaigns/{id}/view-sessions,redPacketPostRedPacketCampaignsByIdViewSessions,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketCampaignsByIdViewSessionsRequest,RedPacketPostRedPacketCampaignsByIdViewSessionsResponse,是,SCR-RP-002;SCR-RP-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-view-sessions/{id}/heartbeat,redPacketPostRedPacketViewSessionsByIdHeartbeat,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketViewSessionsByIdHeartbeatRequest,RedPacketPostRedPacketViewSessionsByIdHeartbeatResponse,是,SCR-RP-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-view-sessions/{id}/claim,redPacketPostRedPacketViewSessionsByIdClaim,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketViewSessionsByIdClaimRequest,RedPacketPostRedPacketViewSessionsByIdClaimResponse,是,SCR-RP-003;SHEET-RP-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/red-packet-view-sessions/{id}/cancel,redPacketPostRedPacketViewSessionsByIdCancel,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketPostRedPacketViewSessionsByIdCancelRequest,RedPacketPostRedPacketViewSessionsByIdCancelResponse,是,SCR-RP-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/red-packet-claims,redPacketGetMeRedPacketClaims,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RedPacketGetMeRedPacketClaimsParameters,RedPacketGetMeRedPacketClaimsResponse,否,SCR-RP-004,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/orders,orderGetMeOrders,R16,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",OrderGetMeOrdersParameters,OrderGetMeOrdersResponse,否,SCR-ORDER-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/orders/{orderNo},orderGetMeOrdersByOrderno,R16,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",OrderGetMeOrdersByOrdernoParameters,OrderGetMeOrdersByOrdernoResponse,否,SCR-ORDER-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/orders/{orderNo}/cashier,paymentGetOrdersByOrdernoCashier,R17,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",PaymentGetOrdersByOrdernoCashierParameters,PaymentGetOrdersByOrdernoCashierResponse,否,H5-008,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/orders/{orderNo}/payments,paymentPostOrdersByOrdernoPayments,R17,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",PaymentPostOrdersByOrdernoPaymentsRequest,PaymentPostOrdersByOrdernoPaymentsResponse,是,H5-008,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/orders/{orderNo}/payment-status,paymentGetOrdersByOrdernoPaymentStatus,R17,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",PaymentGetOrdersByOrdernoPaymentStatusParameters,PaymentGetOrdersByOrdernoPaymentStatusResponse,否,H5-009,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /public-api/v1/payment/{gateway}/notify,paymentPostPaymentByGatewayNotify,R17,FROZEN_V1.2.2,"[{""ProviderSignature"":[]}]",PaymentPostPaymentByGatewayNotifyRequest,PaymentPostPaymentByGatewayNotifyResponse,是,SYSTEM_CALLBACK,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/reward-account,rewardGetMeRewardAccount,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RewardGetMeRewardAccountParameters,RewardGetMeRewardAccountResponse,否,SCR-ME-001;SCR-REWARD-001;SCR-RP-004;SHEET-RP-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/reward-ledger,rewardGetMeRewardLedger,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",RewardGetMeRewardLedgerParameters,RewardGetMeRewardLedgerResponse,否,SCR-REWARD-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/payout-account,withdrawalGetMePayoutAccount,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",WithdrawalGetMePayoutAccountParameters,WithdrawalGetMePayoutAccountResponse,否,SCR-WD-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,PUT /api/v1/me/payout-account,withdrawalPutMePayoutAccount,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",WithdrawalPutMePayoutAccountRequest,WithdrawalPutMePayoutAccountResponse,是,SCR-WD-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/withdrawals/quote,withdrawalPostWithdrawalsQuote,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",WithdrawalPostWithdrawalsQuoteRequest,WithdrawalPostWithdrawalsQuoteResponse,是,SCR-WD-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/withdrawals,withdrawalPostWithdrawals,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",WithdrawalPostWithdrawalsRequest,WithdrawalPostWithdrawalsResponse,是,SCR-WD-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/withdrawals,withdrawalGetMeWithdrawals,R24,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",WithdrawalGetMeWithdrawalsParameters,WithdrawalGetMeWithdrawalsResponse,否,SCR-WD-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/referral/overview,referralGetMeReferralOverview,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",ReferralGetMeReferralOverviewParameters,ReferralGetMeReferralOverviewResponse,否,SCR-REF-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/referral/invite-assets,referralGetMeReferralInviteAssets,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",ReferralGetMeReferralInviteAssetsParameters,ReferralGetMeReferralInviteAssetsResponse,否,SCR-REF-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/referral/posters,referralGetMeReferralPosters,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",ReferralGetMeReferralPostersParameters,ReferralGetMeReferralPostersResponse,否,SCR-REF-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/referral/direct-users,referralGetMeReferralDirectUsers,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",ReferralGetMeReferralDirectUsersParameters,ReferralGetMeReferralDirectUsersResponse,否,SCR-REF-004,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/referral/level2-users,referralGetMeReferralLevel2Users,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",ReferralGetMeReferralLevel2UsersParameters,ReferralGetMeReferralLevel2UsersResponse,否,SCR-REF-005,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/referral/commissions,referralGetMeReferralCommissions,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",ReferralGetMeReferralCommissionsParameters,ReferralGetMeReferralCommissionsResponse,否,SCR-REF-006,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/referral/activity-rewards,referralGetMeReferralActivityRewards,R25-R26,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",ReferralGetMeReferralActivityRewardsParameters,ReferralGetMeReferralActivityRewardsResponse,否,SCR-REF-007,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/tasks,taskGetTasks,R27,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",TaskGetTasksParameters,TaskGetTasksResponse,否,SCR-TASK-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/tasks/{id}/claim,taskPostTasksByIdClaim,R27,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",TaskPostTasksByIdClaimRequest,TaskPostTasksByIdClaimResponse,是,SCR-TASK-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/points,taskGetMePoints,R27,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",TaskGetMePointsParameters,TaskGetMePointsResponse,否,SCR-TASK-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/me/point-ledger,taskGetMePointLedger,R27,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",TaskGetMePointLedgerParameters,TaskGetMePointLedgerResponse,否,SCR-TASK-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/help/articles,supportGetHelpArticles,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",SupportGetHelpArticlesParameters,SupportGetHelpArticlesResponse,否,SCR-SUPPORT-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/help/articles/{id},supportGetHelpArticlesById,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",SupportGetHelpArticlesByIdParameters,SupportGetHelpArticlesByIdResponse,否,SCR-SUPPORT-005,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/support/tickets,supportPostSupportTickets,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",SupportPostSupportTicketsRequest,SupportPostSupportTicketsResponse,是,SCR-AUTH-005;SCR-SUPPORT-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
